t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2455.566,0.3139375,-10.70208,-0.5985504,2.628833,0.00958738,-0.2130529,-0.09267801,223,-1021,20
2455.57,0.3178438,-10.71645,-0.6033388,2.652775,-0.003195793,-0.2290319,-0.1001349,297,-968,-6
2455.574,0.32175,-10.83616,-0.5554548,2.724601,-0.02130529,-0.2631203,-0.1139833,304,-1073,59
2455.578,0.3256563,-10.85052,-0.545878,2.734178,-0.04048005,-0.2918825,-0.1235707,257,-1080,88
2455.582,0.3295625,-10.91277,-0.521936,2.786851,-0.05858954,-0.3025351,-0.1310275,253,-998,22
2455.586,0.3334688,-10.87925,-0.4453215,2.796428,-0.07989483,-0.3206446,-0.1342233,310,-1028,14
2455.59,0.337375,-10.82179,-0.3782839,2.791639,-0.1033307,-0.3462109,-0.144876,315,-1065,42
2455.594,0.3412813,-10.73081,-0.3351882,2.63841,-0.1225054,-0.3526025,-0.1480718,304,-1062,69
2455.598,0.3451875,-10.6111,-0.3016694,2.676717,-0.1395496,-0.3547331,-0.1480718,256,-1026,71
2455.602,0.3490938,-10.50576,-0.2202666,2.542642,-0.1502023,-0.3653857,-0.149137,280,-1045,19
2455.605,0.353,-10.25197,-0.2106897,2.355894,-0.1629855,-0.3685815,-0.1470065,313,-992,47
2455.609,0.3569063,-10.06522,-0.1340753,2.231396,-0.169377,-0.3611246,-0.1395496,324,-1055,88
2455.613,0.3608125,-9.763554,-0.09576807,2.173935,-0.1704423,-0.3653857,-0.128897,259,-1061,60
2455.617,0.3647188,-9.605537,-0.1101333,2.145205,-0.1736381,-0.370712,-0.1182444,250,-1006,66
2455.621,0.368625,-9.217676,-0.1628057,2.178724,-0.1789644,-0.3600594,-0.09480853,245,-1008,23
2455.625,0.3725313,-8.983045,-0.2394202,2.178724,-0.1821602,-0.3632552,-0.07989483,304,-1063,13
2455.629,0.3764375,-8.734048,-0.3926491,2.130839,-0.1885518,-0.3653857,-0.06498113,313,-1067,52
2455.633,0.3803438,-8.571242,-0.5746084,2.06859,-0.1938781,-0.3526025,-0.04580637,283,-1013,105
2455.637,0.38425,-8.370129,-0.7230489,1.963245,-0.1992044,-0.3387541,-0.02450108,265,-1025,21
2455.641,0.3881563,-8.331822,-0.8714894,1.896208,-0.2002697,-0.3334278,-0.01278317,316,-1002,44
2455.645,0.3920625,-8.283938,-0.9864111,1.872266,-0.201335,-0.3185141,0.003195793,308,-1069,71
2455.648,0.3959688,-8.259996,-1.063026,1.742979,-0.2045308,-0.298274,0.0181095,273,-1052,60
2455.652,0.399875,-8.288726,-1.249773,1.594538,-0.2066613,-0.2876214,0.03408846,218,-1033,50
2455.656,0.4037813,-8.312668,-1.321599,1.479617,-0.1992044,-0.2716424,0.04580637,250,-1030,23
2455.66,0.4076875,-8.331822,-1.436521,1.412579,-0.1981392,-0.2439456,0.06072007,329,-1037,26
2455.664,0.4115938,-8.365341,-1.527501,1.374272,-0.1885518,-0.2237055,0.07137272,321,-1057,75
2455.668,0.4155,-8.432378,-1.647211,1.28808,-0.1757686,-0.2045308,0.07882957,292,-1056,86
2455.672,0.4194063,-8.542512,-1.766921,1.297657,-0.1619202,-0.165116,0.09054748,259,-1030,20
2455.676,0.4233125,-8.623914,-1.862689,1.331176,-0.1533981,-0.144876,0.09906959,300,-990,0
2455.68,0.4272188,-8.705317,-1.972822,1.393425,-0.1427454,-0.1363538,0.09693906,346,-1027,29
2455.684,0.431125,-8.853758,-1.996764,1.388637,-0.1384844,-0.1235707,0.09693906,272,-1056,68
2455.688,0.4350313,-8.973468,-2.030283,1.450886,-0.1320928,-0.1012001,0.09800433,280,-1027,38
2455.691,0.4389375,-9.093178,-1.934515,1.422156,-0.1257012,-0.1012001,0.09161274,262,-990,58
2455.695,0.4428438,-9.222465,-1.862689,1.431733,-0.1214401,-0.1001349,0.08628642,322,-1076,23
2455.699,0.44675,-9.299079,-1.82917,1.455675,-0.1225054,-0.09054748,0.0777643,288,-1042,63
2455.703,0.4506563,-9.399636,-1.637634,1.47004,-0.1203749,-0.07989483,0.06924219,282,-1037,79
2455.707,0.4545625,-9.514557,-1.527501,1.58975,-0.1171791,-0.08309063,0.05858954,254,-1021,-22
2455.711,0.4584688,-9.543288,-1.37906,1.61848,-0.1203749,-0.07350325,0.05113269,305,-1024,28
2455.715,0.462375,-9.634267,-1.244985,1.565808,-0.1225054,-0.05645902,0.04367584,307,-1054,19
2455.719,0.4662813,-9.749189,-1.058237,1.685518,-0.1225054,-0.05539375,0.0330232,317,-1026,61
2455.723,0.4701875,-9.83538,-0.8762778,1.666364,-0.128897,-0.04900216,0.02450108,266,-993,58
2455.727,0.4740938,-9.864111,-0.7038953,1.728614,-0.1384844,-0.03621899,0.02024002,245,-995,9
2455.73,0.478,-9.969456,-0.5841852,1.819593,-0.1438107,-0.02769688,0.0149137,288,-995,38
2455.734,0.4819063,-9.998186,-0.4070143,1.824382,-0.1555286,-0.03089267,0.006391587,316,-1082,100
2455.738,0.4858125,-10.06044,-0.3495534,1.757344,-0.1683118,-0.01917476,0.001065264,257,-1078,53
2455.742,0.4897188,-10.1179,-0.2298434,1.8579,-0.1747034,-0.006391587,-0.002130529,287,-1015,25
2455.746,0.493625,-10.16578,-0.2154781,1.891419,-0.1789644,-0.007456851,-0.008522115,324,-1014,17
2455.75,0.4975313,-10.10832,-0.1101333,1.934515,-0.1949434,0.003195793,-0.01171791,295,-1061,1
2455.754,0.5014375,-10.13705,-0.05746084,1.963245,-0.2024002,0.0181095,-0.01384844,316,-1116,35
2455.758,0.5053438,-10.06522,-0.06224924,2.001553,-0.205596,0.0181095,-0.01597897,281,-1035,35
2455.762,0.50925,-10.06044,-0.07661445,2.106897,-0.2194445,0.01597897,-0.0181095,281,-1002,17
2455.766,0.5131563,-9.998186,-0.02873042,2.111686,-0.2354234,0.02130529,-0.02237055,308,-1021,20
2455.77,0.5170625,-9.921572,-0.05267244,2.183512,-0.2439456,0.02450108,-0.02237055,304,-1068,66
2455.773,0.5209688,-9.854534,-0.1292869,2.193089,-0.2503371,0.00958738,-0.02450108,253,-1022,40
2455.777,0.524875,-9.797073,-0.1867477,2.245761,-0.2652508,0.008522115,-0.01917476,257,-1010,57
2455.781,0.5287813,-9.730036,-0.1819593,2.269703,-0.2748382,0.01597897,-0.01171791,293,-1000,-10
2455.785,0.5326875,-9.653421,-0.272939,2.355894,-0.2759035,0.00958738,-0.003195793,312,-1068,10
2455.789,0.5365938,-9.572018,-0.4070143,2.432509,-0.2876214,0.007456851,0.006391587,325,-1089,70
2455.793,0.5405,-9.56723,-0.4596867,2.394202,-0.2918825,0.007456851,0.01597897,284,-983,78
2455.797,0.5444063,-9.562441,-0.4979939,2.418144,-0.2844256,0.00958738,0.0298274,275,-1005,-8
2455.801,0.5483125,-9.418789,-0.5363012,2.389413,-0.2833603,0.002130529,0.04261058,322,-994,27
2455.805,0.5522188,-9.414001,-0.5171476,2.413355,-0.2854909,0,0.05965481,310,-1082,46
2455.809,0.556125,-9.418789,-0.5410896,2.437297,-0.2748382,0.006391587,0.07456851,312,-1066,88
2455.812,0.5600313,-9.414001,-0.5506664,2.42772,-0.2599245,0.006391587,0.08948221,240,-1020,66
2455.816,0.5639375,-9.342175,-0.56982,2.485181,-0.2482066,0.004261058,0.1107875,289,-960,19
2455.82,0.5678438,-9.279926,-0.6081272,2.523489,-0.2290319,0.0149137,0.1246359,315,-1085,11
2455.824,0.57175,-9.308656,-0.6081272,2.513912,-0.2066613,0.02237055,0.1395496,306,-1065,68
2455.828,0.5756563,-9.255984,-0.5793968,2.571373,-0.1938781,0.02663161,0.1544633,284,-1016,84
2455.832,0.5795625,-9.160216,-0.6129156,2.604891,-0.1747034,0.04048005,0.1736381,263,-975,21
2455.836,0.5834688,-9.136274,-0.6464344,2.600103,-0.1533981,0.05326322,0.1842907,329,-1005,27
2455.84,0.587375,-9.064447,-0.6943185,2.647987,-0.1342233,0.05752428,0.1917476,291,-1031,51
2455.844,0.5912813,-9.059659,-0.6512229,2.710236,-0.1257012,0.05965481,0.1960087,263,-1031,76
2455.848,0.5951875,-8.949526,-0.6943185,2.700659,-0.09800433,0.07456851,0.1992044,281,-1013,58
2455.852,0.5990938,-8.896853,-0.6464344,2.710236,-0.07563377,0.08309063,0.1960087,244,-1017,3
2455.855,0.603,-8.801085,-0.6607997,2.829946,-0.05752428,0.08415589,0.1906823,295,-1041,25
2455.859,0.6069063,-8.729259,-0.56982,2.887407,-0.03408846,0.09161274,0.1842907,328,-1059,48
2455.863,0.6108125,-8.619126,-0.4979939,2.911349,-0.006391587,0.108657,0.1725728,275,-1072,61
2455.867,0.6147188,-8.57603,-0.4309563,2.887407,0.02556635,0.108657,0.1544633,247,-990,-3
2455.871,0.618625,-8.461109,-0.3974375,2.834735,0.05219796,0.1043959,0.1331581,325,-993,2
2455.875,0.6225313,-8.42759,-0.3926491,2.772486,0.08202536,0.1097222,0.1097222,293,-1071,18
2455.879,0.6264375,-8.312668,-0.4548983,2.738967,0.108657,0.1043959,0.08415589,314,-1088,65
2455.883,0.6303438,-8.283938,-0.3926491,2.695871,0.144876,0.07989483,0.04474111,283,-1032,54
2455.887,0.63425,-8.221689,-0.3399766,2.662352,0.169377,0.06498113,0.01278317,285,-991,23
