t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2443.762,0.5767188,-9.045294,-2.331952,-2.930503,-0.06498113,0.7563377,-0.406931,-1119,2049,61
2443.766,0.580625,-9.141062,-2.868254,-2.992752,-0.05006743,0.7488809,-0.3962784,-1118,2009,87
2443.77,0.5845313,-9.193734,-3.375824,-3.007117,-0.05965481,0.7446198,-0.3802994,-1143,1992,133
2443.773,0.5884375,-9.112332,-3.62961,-3.107674,-0.08309063,0.737163,-0.3728426,-1155,2035,89
2443.777,0.5923438,-9.131485,-3.5099,-3.098097,-0.1012001,0.7243798,-0.3749731,-1113,2052,100
2443.781,0.59625,-9.179369,-3.275268,-3.055001,-0.1235707,0.7126619,-0.370712,-1128,1983,72
2443.785,0.6001563,-9.232042,-3.102885,-3.007117,-0.1470065,0.7073356,-0.3579289,-1090,2009,115
2443.789,0.6040625,-9.404424,-3.193865,-3.021482,-0.1640507,0.7020093,-0.3526025,-1095,2046,118
2443.793,0.6079688,-9.442731,-3.409343,-2.868254,-0.1928129,0.6977482,-0.3472762,-1145,2074,84
2443.797,0.611875,-9.423578,-3.318364,-2.906561,-0.2290319,0.6966829,-0.3440804,-1104,2034,84
2443.801,0.6157813,-9.437943,-3.20823,-2.724601,-0.2599245,0.6998787,-0.3408846,-1115,2025,75
2443.805,0.6196875,-9.346963,-3.069367,-2.796428,-0.2876214,0.700944,-0.3376888,-1088,1997,86
2443.809,0.6235938,-9.485827,-2.925714,-2.839523,-0.3046656,0.7105314,-0.3323625,-1158,2055,146
2443.812,0.6275,-9.543288,-2.99754,-2.829946,-0.3057309,0.7190535,-0.3259709,-1109,2023,104
2443.816,0.6314063,-9.586383,-3.002329,-2.772486,-0.3014698,0.721184,-0.3227751,-1120,2040,102
2443.82,0.6353125,-9.59596,-2.82037,-2.844312,-0.3206446,0.7233146,-0.3185141,-1106,2024,101
2443.824,0.6392188,-9.639056,-2.552219,-2.925714,-0.3291667,0.7510114,-0.3110572,-1099,1994,114
2443.828,0.643125,-9.634267,-2.322376,-2.810793,-0.3291667,0.7765778,-0.3131877,-1182,2020,113
2443.832,0.6470313,-9.572018,-2.03986,-3.892972,-0.3121225,0.7861652,-0.3185141,-1155,2073,77
2443.836,0.6509375,-9.198523,-2.528277,-2.916138,-0.2854909,0.8628642,-0.3131877,-1088,2023,59
2443.84,0.6548438,-9.883264,-1.28808,-2.240973,-0.3025351,0.8181231,-0.3174488,-1104,2031,70
2443.844,0.65875,-10.22803,-0.7182605,-3.069367,-0.4207795,0.8426242,-0.3025351,-1135,2032,97
2443.848,0.6626563,-11.15219,-0.8475474,-2.140416,-0.3994742,0.8543421,-0.2695119,-1134,2036,131
2443.852,0.6665625,-11.66455,-1.489193,-1.436521,-0.3366236,0.8671253,-0.241815,-1158,2055,87
2443.855,0.6704688,-10.83137,-2.566584,-1.853112,-0.3387541,0.8916263,-0.273773,-1097,2084,91
2443.859,0.674375,-10.69729,-2.049437,-1.68073,-0.3685815,0.9203885,-0.3227751,-1122,2079,90
2443.863,0.6782813,-11.38682,-1.489193,-1.297657,-0.4974785,0.9289106,-0.3174488,-1104,2018,131
2443.867,0.6821875,-12.27268,-1.426944,-0.2298434,-0.5187838,0.9416938,-0.2790993,-1130,2042,141
2443.871,0.6860938,-12.57914,-1.73819,-0.6560113,-0.5507417,0.9651296,-0.2961435,-1146,2094,113
2443.875,0.69,-12.27747,-1.833958,0.08140286,-0.5816344,0.9981528,-0.3419499,-1121,2024,86
2443.879,0.6939063,-12.04762,-1.886631,0.3160346,-0.628506,1.02798,-0.3802994,-1109,2040,126
2443.883,0.6978125,-11.96143,-1.752556,0.1436521,-0.6455502,1.058873,-0.3920173,-1107,2010,126
2443.887,0.7017188,-12.19606,-1.666364,0.3734955,-0.6423545,1.116397,-0.3834952,-1113,2081,183
2443.891,0.705625,-12.25352,-1.80044,0.9337386,-0.6274408,1.164334,-0.3856257,-1147,2079,53
2443.895,0.7095313,-12.24874,-1.594538,0.9097966,-0.6125271,1.202684,-0.4111921,-1105,2049,120
2443.898,0.7134375,-12.36845,-1.187524,1.115698,-0.5890912,1.254882,-0.4378237,-1114,2044,99
2443.902,0.7173438,-12.87123,-0.8762778,1.551443,-0.5134575,1.333711,-0.4569984,-1123,2030,119
2443.906,0.72125,-13.07713,-0.8379706,1.695095,-0.4250405,1.400823,-0.479369,-1121,2051,149
2443.91,0.7251563,-13.19684,-0.7852981,1.766921,-0.3174488,1.463673,-0.5145227,-1150,2064,77
2443.914,0.7290625,-13.14896,-0.1005565,1.843535,-0.2407498,1.504153,-0.5539375,-1114,2036,118
2443.918,0.7329688,-12.92869,1.206678,1.795651,-0.2269013,1.544633,-0.5997439,-1115,2030,116
2443.922,0.736875,-12.76109,3.002329,2.461239,-0.2428803,1.619202,-0.660464,-1103,2033,173
2443.926,0.7407813,-12.72758,3.773262,2.418144,-0.2695119,1.67353,-0.7222493,-1156,2054,113
2443.93,0.7446875,-12.85686,4.065354,2.408567,-0.2865561,1.745968,-0.793622,-1152,2062,88
2443.934,0.7485938,-13.27345,3.375824,1.412579,-0.2972088,1.847169,-0.8617989,-1123,2028,116
2443.938,0.7525,-14.10664,2.633622,3.672705,-0.2482066,1.949434,-0.9502159,-1105,1999,120
2443.941,0.7564063,-14.27902,3.050213,0.8236054,-0.3941478,1.959021,-1.042894,-1134,2044,130
2443.945,0.7603125,-15.07868,2.959233,1.25935,-0.4261058,2.063417,-1.095092,-1116,2088,147
2443.949,0.7642188,-16.29015,2.643199,1.968034,-0.3398194,2.086853,-1.091896,-1148,2054,95
2443.953,0.768125,-16.57745,1.972822,0.8475474,-0.3483415,2.109224,-1.164334,-1084,2031,74
2443.957,0.7720313,-17.07066,2.408567,0.794875,-0.3834952,2.156095,-1.266599,-1121,2060,164
2443.961,0.7759375,-18.05228,2.983175,1.053449,-0.4612595,2.178466,-1.320928,-1144,2038,135
2443.965,0.7798438,-18.76575,3.308787,1.043872,-0.5145227,2.177401,-1.337972,-1157,2072,137
2443.969,0.78375,-19.08179,3.476381,0.8619126,-0.5837649,2.17527,-1.383779,-1147,2089,92
2443.973,0.7876563,-19.10094,3.581726,1.321599,-0.6689861,2.181662,-1.419997,-1087,2066,101
2443.977,0.7915625,-19.28769,3.936068,2.748544,-0.7797736,2.204032,-1.439172,-1083,2008,166
2443.98,0.7954688,-19.75695,4.548983,3.169923,-0.9374327,2.212554,-1.458347,-1103,2055,158
2443.984,0.799375,-20.16397,4.984728,3.825934,-1.08657,2.247708,-1.480718,-1131,2096,125
2443.988,0.8032813,-20.33635,5.152322,4.338293,-1.196292,2.251969,-1.48924,-1151,2126,113
2443.992,0.8071875,-20.12087,3.782839,7.398083,-1.219728,2.321211,-1.438107,-1096,2067,93
2443.996,0.8110938,-20.38423,2.461239,9.80665,-1.163269,2.351039,-1.350755,-1139,2046,156
2444,0.815,-20.6476,4.333505,9.332598,-1.331581,2.267948,-1.310275,-1165,2034,139
2444.004,0.8189063,-20.89659,7.661445,8.2169,-1.444499,2.225337,-1.294296,-1177,2094,147
2444.008,0.8228125,-20.34114,8.614338,4.031836,-1.51161,2.162487,-1.246359,-1127,2074,100
2444.012,0.8267188,-18.11453,5.530606,3.428497,-1.431715,2.13692,-1.174987,-1104,2024,104
2444.016,0.830625,-13.63737,0.8140286,5.449203,-1.318797,2.207228,-1.194161,-1133,2058,161
2444.02,0.8345313,-10.91756,-1.149217,5.463568,-1.434911,2.323342,-1.272991,-1133,2055,163
2444.023,0.8384375,-9.80665,-2.791639,1.201889,-1.609615,2.487392,-1.341168,-1172,2077,150
2444.027,0.8423438,-9.677363,-5.497087,-2.145205,-1.751295,2.680205,-1.435976,-1156,2135,106
2444.031,0.84625,-11.50653,-6.981492,-3.600879,-1.767274,2.867692,-1.547829,-1120,2080,105
2444.035,0.8501563,-13.30697,-7.589619,-3.983952,-1.73212,3.010437,-1.606419,-1116,2088,123
2444.039,0.8540625,-15.1936,-8.365341,-3.500323,-1.667139,3.072223,-1.539307,-1143,2102,147
2444.043,0.8579688,-16.69716,-9.040505,-3.174711,-1.61281,3.067962,-1.417867,-1109,2138,169
2444.047,0.861875,-17.72188,-9.528923,-2.557007,-1.561678,3.031743,-1.272991,-1151,2121,144
2444.051,0.8657813,-18.33001,-9.021352,-2.408567,-1.479652,2.913498,-1.079113,-1134,2115,134
2444.055,0.8696875,-18.09538,-8.78672,-1.316811,-1.432781,2.765426,-0.942759,-1114,2084,166
2444.059,0.8735938,-17.20473,-8.073248,-2.293645,-1.319863,2.55983,-0.8362326,-1129,2070,143
2444.062,0.8775,-15.63414,-7.97748,-2.513912,-1.131311,2.388323,-0.7329019,-1157,2169,152
2444.066,0.8814063,-13.75229,-7.891289,-3.653552,-0.7392935,2.163552,-0.628506,-1169,2083,127
2444.07,0.8853125,-12.59829,-7.829039,-4.089296,-0.4335626,2.010154,-0.5645902,-1107,2050,101
2444.074,0.8892188,-11.6454,-7.359776,-5.204994,-0.1214401,1.859952,-0.5070659,-1142,2070,160
2444.078,0.893125,-10.94629,-6.655881,-6.138733,0.0660464,1.703358,-0.4516721,-1103,2086,136
2444.082,0.8970313,-10.22324,-5.434838,-5.947197,0.2226403,1.496697,-0.3547331,-1150,2102,129
