t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2437.715,0.4914375,-9.56723,0.4740519,-1.661576,-0.2354234,-0.05219796,0.3046656,452,753,81
2437.719,0.4953437,-9.514557,0.4788403,-1.666364,-0.221575,-0.04261058,0.3174488,494,780,88
2437.723,0.49925,-9.557653,0.4788403,-1.637634,-0.2077266,-0.03941478,0.3323625,433,755,69
2437.727,0.5031562,-9.504981,0.4596867,-1.594538,-0.1949434,-0.0330232,0.3408846,425,788,119
2437.73,0.5070625,-9.538499,0.5123592,-1.537077,-0.1885518,-0.03621899,0.3494067,449,790,87
2437.734,0.5109687,-9.433155,0.5075708,-1.556231,-0.1896171,-0.03408846,0.3611246,428,761,100
2437.738,0.514875,-9.433155,0.521936,-1.489193,-0.1938781,-0.03941478,0.3653857,459,774,106
2437.742,0.5187812,-9.418789,0.5841852,-1.426944,-0.201335,-0.04048005,0.370712,422,802,101
2437.746,0.5226875,-9.44752,0.6512229,-1.407791,-0.2141182,-0.04474111,0.3771036,489,767,87
2437.75,0.5265937,-9.375694,0.7278373,-1.388637,-0.2247708,-0.0479369,0.3781689,456,791,103
2437.754,0.5305,-9.375694,0.7709329,-1.359907,-0.2354234,-0.0479369,0.3781689,459,821,103
2437.758,0.5344062,-9.404424,0.7900865,-1.316811,-0.2450108,-0.0479369,0.3749731,439,831,85
2437.762,0.5383125,-9.394847,0.8044518,-1.331176,-0.2620551,-0.05326322,0.3685815,473,798,87
2437.766,0.5422187,-9.390059,0.8331822,-1.35033,-0.2801645,-0.05432849,0.3579289,452,841,51
2437.77,0.546125,-9.390059,0.8236054,-1.417367,-0.3014698,-0.05645902,0.3472762,430,808,77
2437.773,0.5500312,-9.375694,0.8475474,-1.474828,-0.3227751,-0.05965481,0.3366236,446,781,116
2437.777,0.5539375,-9.294291,0.8571242,-1.479617,-0.3494067,-0.06498113,0.3217099,461,784,86
2437.781,0.5578437,-9.26556,0.9050082,-1.508347,-0.3621899,-0.06498113,0.3174488,478,803,81
2437.785,0.56175,-9.150639,0.9385271,-1.561019,-0.3717773,-0.06711166,0.3153183,468,783,59
2437.789,0.5656562,-9.102755,0.9768343,-1.695095,-0.3781689,-0.07030745,0.3163835,452,796,94
2437.793,0.5695625,-9.107543,1.024718,-1.632846,-0.3771036,-0.06498113,0.3185141,472,832,100
2437.797,0.5734687,-9.184158,1.163582,-1.685518,-0.3728426,-0.05858954,0.3217099,424,787,41
2437.801,0.577375,-9.217676,1.173159,-1.695095,-0.366451,-0.05539375,0.3238404,480,747,83
2437.805,0.5812812,-9.303868,1.345541,-1.685518,-0.3632552,-0.04900216,0.334493,482,776,39
2437.809,0.5851875,-9.433155,1.450886,-1.68073,-0.3600594,-0.05006743,0.3419499,468,786,120
2437.812,0.5890937,-9.528923,1.594538,-1.656788,-0.3621899,-0.05219796,0.3515373,456,795,92
2437.816,0.593,-9.706094,1.896208,-1.561019,-0.3749731,-0.06498113,0.3653857,430,822,75
2437.82,0.5969062,-9.782708,2.106897,-1.465251,-0.3877563,-0.07563377,0.3802994,431,774,55
2437.824,0.6008125,-9.792285,2.303222,-1.398214,-0.4111921,-0.09267801,0.3952131,471,769,102
2437.828,0.6047187,-9.83538,2.528277,-1.37906,-0.4463458,-0.1033307,0.4101268,454,804,79
2437.832,0.608625,-9.902418,2.853888,-1.283292,-0.4889564,-0.1107875,0.4335626,458,799,101
2437.836,0.6125312,-9.983821,3.160346,-1.235408,-0.5219796,-0.1246359,0.4495416,428,780,87
2437.84,0.6164375,-9.988609,3.481169,-1.16837,-0.5550028,-0.1416802,0.4676511,421,787,64
2437.844,0.6203437,-10.00297,3.888183,-1.216254,-0.608266,-0.1544633,0.4964132,455,797,99
2437.848,0.62425,-10.01734,4.113238,-1.211466,-0.6530071,-0.1683118,0.5177185,441,778,75
2437.852,0.6281562,-10.06522,4.386177,-1.163582,-0.7020093,-0.169377,0.5422196,421,834,108
2437.855,0.6320625,-10.17536,4.55856,-1.25935,-0.7510114,-0.1683118,0.5677859,484,760,60
2437.859,0.6359687,-10.30943,4.783615,-1.221043,-0.8053399,-0.1725728,0.5954828,446,797,81
2437.863,0.639875,-10.43393,4.88896,-1.268927,-0.8490158,-0.1789644,0.6157228,462,781,78
2437.867,0.6437812,-10.47224,5.032612,-1.326388,-0.8948221,-0.1896171,0.6391587,493,759,102
2437.871,0.6476875,-10.55843,4.91769,-1.417367,-0.9480853,-0.2002697,0.6625945,433,803,92
2437.875,0.6515937,-10.57279,4.826711,-1.503559,-0.9832391,-0.2002697,0.6775082,450,783,105
2437.879,0.6555,-10.58237,4.668693,-1.623269,-1.016262,-0.2066613,0.6892261,489,783,75
2437.883,0.6594062,-10.70687,4.371812,-1.752556,-1.050351,-0.2098571,0.700944,440,809,49
2437.887,0.6633125,-10.78348,3.797204,-1.877054,-1.096157,-0.2173139,0.7041398,457,798,46
2437.891,0.6672187,-10.89362,3.371036,-1.953669,-1.125985,-0.2258361,0.6934871,458,810,99
2437.895,0.671125,-10.96544,3.016694,-1.977611,-1.157942,-0.2450108,0.6828345,464,778,82
2437.898,0.6750312,-10.91277,2.513912,-2.006341,-1.200553,-0.3025351,0.6689861,419,753,87
2437.902,0.6789375,-10.73081,2.087744,-2.121263,-1.226119,-0.3568636,0.6615292,482,812,116
2437.906,0.6828437,-10.71645,1.651999,-2.217031,-1.242098,-0.4133226,0.6562029,468,809,57
2437.91,0.68675,-10.817,1.01993,-2.456451,-1.264469,-0.4484763,0.6412892,437,815,74
2437.914,0.6906562,-11.04685,0.4932055,-2.547431,-1.280448,-0.4548679,0.6178534,490,797,72
2437.918,0.6945625,-11.33894,0.1388637,-2.796428,-1.295362,-0.4559332,0.5858954,443,835,78
2437.922,0.6984687,-11.67892,-0.1101333,-3.007117,-1.295362,-0.4665858,0.5592638,398,793,64
2437.926,0.702375,-12.19127,-0.3543418,-3.213019,-1.292166,-0.5209143,0.535828,429,800,65
2437.93,0.7062812,-12.50731,-0.6703765,-3.56736,-1.302818,-0.5688512,0.5283712,416,794,84
2437.934,0.7101875,-12.83292,-0.9816227,-4.031836,-1.327319,-0.5944176,0.5294364,454,806,105
2437.938,0.7140937,-12.84729,-1.23062,-4.386177,-1.330515,-0.6189186,0.5486112,464,785,94
2437.941,0.718,-12.77067,-1.388637,-4.563348,-1.307079,-0.6434197,0.5805691,420,787,76
2437.945,0.7219062,-12.58392,-1.608904,-4.76925,-1.26873,-0.6711166,0.6210492,417,812,61
2437.949,0.7258125,-12.49294,-1.872266,-4.979939,-1.219728,-0.6870956,0.6657903,462,816,81
2437.953,0.7297187,-12.23437,-2.394202,-5.257667,-1.136637,-0.6785734,0.7105314,429,786,97
2437.957,0.733625,-12.05241,-2.777274,-5.3678,-1.067395,-0.6636597,0.7329019,452,809,78
2437.961,0.7375312,-11.90397,-3.275268,-5.439626,-0.9853696,-0.6562029,0.7488809,449,827,70
2437.965,0.7414375,-11.87045,-3.864241,-5.501875,-0.8617989,-0.6306365,0.7552725,391,798,92
2437.969,0.7453437,-11.87045,-4.453215,-5.544971,-0.7755125,-0.6146576,0.7382283,448,802,63
2437.973,0.74925,-12.05241,-4.927267,-5.439626,-0.7030745,-0.5965481,0.6988135,421,792,71
2437.977,0.7531562,-12.20564,-5.516241,-5.267244,-0.6466155,-0.5731123,0.6434197,448,764,69
2437.98,0.7570625,-12.33972,-5.851429,-4.730942,-0.5912218,-0.5709817,0.5390238,412,811,47
2437.984,0.7609687,-12.11466,-5.741296,-4.156334,-0.556068,-0.6093313,0.4601942,453,808,75
2437.988,0.764875,-11.59272,-5.386954,-3.529053,-0.5049353,-0.6689861,0.390952,421,814,72
2437.992,0.7687812,-10.97023,-4.841076,-2.8491,-0.3845605,-0.7339672,0.3057309,435,778,95
2437.996,0.7726875,-10.6542,-4.683058,-2.48997,-0.2567287,-0.7510114,0.2322276,463,801,49
2438,0.7765937,-10.69729,-4.884171,-2.197877,-0.1139833,-0.7297061,0.1299623,451,752,67
2438.004,0.7805,-10.81221,-5.272032,-2.030283,0.02556635,-0.6881608,-0.003195793,441,819,68
2438.008,0.7844062,-11.36767,-6.047753,-1.810016,0.201335,-0.6199839,-0.2141182,434,806,81
2438.012,0.7883125,-11.9327,-6.536171,-1.58975,0.294013,-0.5826996,-0.3792341,432,773,47
2438.016,0.7922187,-12.39239,-6.919243,-1.359907,0.3462109,-0.5550028,-0.5305017,426,790,64
2438.02,0.796125,-12.80898,-6.967127,-0.9959879,0.3739078,-0.5305017,-0.6924219,432,811,76
2438.023,0.8000312,-13.17769,-6.794744,-0.7852981,0.3717773,-0.5102617,-0.7744472,434,805,63
2438.027,0.8039375,-13.69005,-6.517017,-0.7182605,0.3600594,-0.4697816,-0.8351673,432,791,94
2438.031,0.8078437,-14.60463,-6.26802,-0.7278373,0.3398194,-0.4133226,-0.8958874,440,779,66
2438.035,0.81175,-15.25106,-5.779603,-0.8092402,0.3281014,-0.3430151,-0.9704559,450,807,90
2438.039,0.8156562,-15.98369,-5.410896,-0.842759,0.3408846,-0.334493,-1.017328,430,772,81
2438.043,0.8195625,-16.48647,-5.061342,-0.9193734,0.3781689,-0.3675162,-1.053547,469,792,40
2438.047,0.8234687,-16.88391,-4.625598,-1.077391,0.4538026,-0.4729774,-1.091896,459,793,45
2438.051,0.827375,-16.93179,-4.668693,-1.340753,0.515588,-0.5656554,-1.122789,408,791,101
2438.055,0.8312812,-16.51999,-4.692635,-1.872266,0.572047,-0.6380934,-1.165399,441,790,86
2438.059,0.8351875,-15.50485,-4.774038,-2.317587,0.6402239,-0.7030745,-1.220793,416,830,78
2438.062,0.8390937,-14.40352,-4.711789,-1.934515,0.6817692,-0.7510114,-1.258077,452,775,51
2438.066,0.843,-13.06276,-4.448427,-1.517924,0.721184,-0.809601,-1.286839,457,857,73
2438.07,0.8469062,-11.78905,-4.070143,-1.082179,0.7605988,-0.8543421,-1.310275,467,768,79
2438.074,0.8508125,-10.49139,-3.581726,-0.9050082,0.7744472,-0.84582,-1.373126,438,838,55
2438.078,0.8547187,-9.490615,-3.801992,-1.192312,0.7584683,-0.7765778,-1.456216,442,783,65
2438.082,0.858625,-8.628703,-4.113238,-1.130063,0.7339672,-0.6508766,-1.54996,455,823,58
2438.086,0.8625312,-7.728483,-4.491522,-0.6703765,0.5890912,-0.4985438,-1.675661,435,772,67
2438.09,0.8664375,-7.192182,-4.237737,-1.11091,0.427171,-0.4261058,-1.739577,447,781,49
2438.094,0.8703437,-6.761225,-4.189853,-1.302446,0.2833603,-0.3739078,-1.783253,425,737,53
2438.098,0.87425,-6.473921,-4.094085,-1.455675,0.2354234,-0.314253,-1.820537,446,785,79
2438.102,0.8781562,-6.593631,-3.610456,-0.9576807,0.3419499,-0.1747034,-1.884453,405,816,74
2438.105,0.8820625,-7.311892,-3.155558,-0.593762,0.5028048,-0.07350325,-1.95476,423,787,64
2438.109,0.8859687,-8.384494,-2.715025,-0.4644751,0.6870956,0.02130529,-2.062352,456,757,67
2438.113,0.889875,-10.24718,-2.303222,-0.7517793,0.9076053,0.1374191,-2.23599,424,782,76
2438.117,0.8937812,-11.80341,-2.082955,-1.01993,1.026915,0.2183792,-2.374474,456,757,112
2438.121,0.8976875,-13.75229,-1.637634,-1.273715,1.0887,0.2918825,-2.49698,471,777,87
2438.125,0.9015937,-15.95975,-1.058237,-1.302446,1.089766,0.3366236,-2.575809,487,745,71
2438.129,0.9055,-19.11052,-0.08619126,-1.130063,1.00774,0.3440804,-2.592854,451,802,83
2438.133,0.9094062,-20.93011,0.6895301,-1.182736,0.9193232,0.2897519,-2.583266,448,790,92
2438.137,0.9133125,-22.12242,1.991976,-1.398214,0.8213189,0.1672465,-2.5577,464,757,72
2438.141,0.9172187,-22.01229,3.892972,-1.383849,0.6977482,-0.1043959,-2.481001,472,754,66
2438.145,0.921125,-21.03067,5.094861,-1.043872,0.6327671,-0.4058658,-2.426672,488,784,77
2438.148,0.9250312,-19.59415,5.923255,-0.5650316,0.5709817,-0.716923,-2.378735,444,769,97
2438.152,0.9289375,-17.69315,6.119579,-1.134852,0.5613944,-0.9651296,-2.352104,464,720,91
2438.156,0.9328437,-14.67646,6.038177,-2.542642,0.6050702,-1.002414,-2.332929,466,757,83
