t_native_s,t_opt_s,ax,ay,az,gx,gy,gz,mx,my,mz
2493.078,0.4023438,-9.763554,-0.4070143,-0.3878607,-0.07882957,-0.05113269,-0.02663161,883,-662,494
2493.082,0.40625,-9.811438,-0.4405331,-0.320823,-0.08415589,-0.04474111,-0.02663161,897,-618,484
2493.086,0.4101562,-9.830592,-0.4070143,-0.3160346,-0.08522115,-0.0479369,-0.02450108,945,-637,521
2493.09,0.4140625,-9.892841,-0.4022259,-0.2825158,-0.0809601,-0.0479369,-0.02450108,912,-618,499
2493.094,0.4179688,-9.89763,-0.3974375,-0.3351882,-0.07669904,-0.05326322,-0.02450108,893,-641,519
2493.098,0.421875,-9.854534,-0.3878607,-0.3782839,-0.07456851,-0.05326322,-0.02237055,916,-632,482
2493.102,0.4257812,-9.888053,-0.3495534,-0.3926491,-0.07456851,-0.05113269,-0.02130529,895,-629,539
2493.105,0.4296875,-9.892841,-0.3399766,-0.3399766,-0.07669904,-0.04474111,-0.0149137,941,-631,489
2493.109,0.4335938,-9.931148,-0.272939,-0.3591302,-0.0777643,-0.04261058,-0.01171791,926,-612,496
2493.113,0.4375,-9.955091,-0.225055,-0.3830723,-0.07350325,-0.04048005,-0.006391587,906,-638,523
2493.117,0.4414062,-9.983821,-0.1963245,-0.3495534,-0.07350325,-0.04474111,-0.003195793,913,-648,491
2493.121,0.4453125,-9.955091,-0.09097966,-0.272939,-0.07030745,-0.05006743,0.004261058,916,-623,472
2493.125,0.4492188,-9.916783,-0.01915361,-0.2585738,-0.06924219,-0.05326322,0.008522115,913,-606,501
2493.129,0.453125,-9.902418,-0.009576807,-0.2537854,-0.0660464,-0.05539375,0.0149137,929,-619,510
2493.133,0.4570312,-9.878476,0.06703765,-0.1867477,-0.06924219,-0.05432849,0.01917476,893,-603,509
2493.137,0.4609375,-9.811438,0.06224924,-0.2442086,-0.06924219,-0.04900216,0.0298274,928,-649,507
2493.141,0.4648438,-9.773131,0.09097966,-0.1915361,-0.07350325,-0.04580637,0.03621899,876,-635,484
2493.145,0.46875,-9.763554,0.03351882,-0.1867477,-0.07563377,-0.04048005,0.04474111,891,-612,481
2493.148,0.4726562,-9.725247,0.04788403,-0.1532289,-0.0809601,-0.03834952,0.04580637,888,-632,518
2493.152,0.4765625,-9.744401,0.04788403,-0.1723825,-0.08415589,-0.0330232,0.05645902,949,-652,498
