t_s,hip_deg,knee_deg,ankle_deg
57.5901,-31.0763,17.811,-8.89189
57.594,-30.9142,17.5902,-8.88522
57.5979,-30.7479,17.3705,-8.87043
57.6018,-30.5801,17.1532,-8.84824
57.6057,-30.4113,16.9368,-8.82266
57.6096,-30.2396,16.7166,-8.7961
57.6135,-30.0643,16.4895,-8.77195
57.6174,-29.8868,16.2568,-8.74869
57.6213,-29.7064,16.0168,-8.72633
57.6252,-29.5215,15.767,-8.70663
57.6291,-29.3334,15.5094,-8.69009
57.633,-29.1457,15.2488,-8.67755
57.6369,-28.9615,14.9877,-8.6677
57.6408,-28.7834,14.7308,-8.65775
57.6447,-28.6117,14.479,-8.64529
57.6487,-28.4458,14.2339,-8.63039
57.6526,-28.2853,13.9956,-8.61339
57.6565,-28.1322,13.767,-8.59196
57.6604,-27.9865,13.5476,-8.5655
57.6643,-27.8475,13.3361,-8.53469
57.6682,-27.7149,13.1309,-8.50103
57.6721,-27.5887,12.9313,-8.46481
57.676,-27.467,12.7344,-8.42556
57.6799,-27.3481,12.539,-8.38382
57.6838,-27.2307,12.3442,-8.34005
57.6877,-27.1141,12.1497,-8.29461
57.6916,-26.9971,11.9539,-8.24597
57.6955,-26.8791,11.7536,-8.19553
57.6994,-26.7604,11.5518,-8.13926
57.7033,-26.6427,11.3506,-8.08361
57.7072,-26.5259,11.151,-8.04896
57.7111,-26.4081,10.9489,-8.01315
57.7151,-26.2868,10.7458,-7.96038
57.719,-26.1616,10.5423,-7.88701
57.7229,-26.0325,10.3399,-7.8064
57.7268,-25.8978,10.1344,-7.74943
57.7307,-25.7537,9.92275,-7.69368
57.7346,-25.5963,9.69976,-7.6102
57.7385,-25.4246,9.46415,-7.5053
57.7424,-25.2369,9.21651,-7.40148
57.7463,-25.0299,8.95131,-7.29537
57.7502,-24.8036,8.66654,-7.18065
57.7541,-24.5622,8.36611,-7.05326
57.758,-24.3092,8.05209,-6.90716
57.7619,-24.0444,7.7215,-6.75349
57.7658,-23.7699,7.37806,-6.59111
57.7697,-23.4871,7.0242,-6.41631
57.7736,-23.1928,6.65816,-6.22558
57.7776,-22.8796,6.27982,-6.02356
57.7815,-22.5433,5.88709,-5.81132
57.7854,-22.1886,5.48315,-5.585
57.7893,-21.817,5.06804,-5.33671
57.7932,-21.4232,4.64181,-5.07343
57.7971,-21.0014,4.20456,-4.7971
57.801,-20.552,3.76309,-4.50474
57.8049,-20.0786,3.31805,-4.19071
57.8088,-19.5864,2.86976,-3.86107
57.8127,-19.084,2.41748,-3.51192
57.8166,-18.5819,1.96594,-3.13757
57.8205,-18.0884,1.51605,-2.72313
57.8244,-17.6053,1.06638,-2.27793
57.8283,-17.1352,0.609182,-1.80635
57.8322,-16.6761,0.131726,-1.31764
57.8361,-16.221,-0.373565,-0.788206
57.84,-15.7609,-0.912843,-0.224283
57.844,-15.302,-1.47087,0.381565
57.8479,-14.8586,-2.02865,1.0419
57.8518,-14.4292,-2.57579,1.79275
57.8557,-14.0052,-3.10962,2.60799
57.8596,-13.5846,-3.63238,3.47413
57.8635,-13.1667,-4.14872,4.38829
57.8674,-12.7472,-4.667,5.38433
57.8713,-12.3132,-5.20281,6.43117
57.8752,-11.8597,-5.7614,7.52312
57.8791,-11.386,-6.3389,8.67016
57.883,-10.892,-6.93295,9.91959
57.8869,-10.3757,-7.53843,11.2407
57.8908,-9.84283,-8.14577,12.5752
57.8947,-9.30041,-8.74395,13.8414
57.8986,-8.75421,-9.32554,14.9797
57.9025,-8.21276,-9.88599,15.9048
57.9064,-7.68441,-10.4221,16.6144
57.9104,-7.17708,-10.9313,17.1618
57.9143,-6.6964,-11.4185,17.5777
57.9182,-6.24783,-11.8804,17.8409
57.9221,-5.8333,-12.3139,18.0048
57.926,-5.45602,-12.7101,18.1298
57.9299,-5.11766,-13.0604,18.2376
57.9338,-4.82251,-13.3428,18.3421
57.9377,-4.57071,-13.5564,18.5026
57.9416,-4.36051,-13.6939,18.7307
57.9455,-4.19526,-13.7495,18.9692
57.9494,-4.07386,-13.7013,19.1534
57.9533,-3.98695,-13.5711,19.2823
57.9572,-3.92417,-13.3744,19.3541
57.9611,-3.8792,-13.1221,19.3781
57.965,-3.84429,-12.8237,19.3688
57.9689,-3.81345,-12.479,19.3746
57.9729,-3.78405,-12.1042,19.3608
57.9768,-3.75228,-11.7045,19.2613
57.9807,-3.711,-11.2872,18.9871
57.9846,-3.6581,-10.8509,18.6246
57.9885,-3.59525,-10.4029,18.2229
57.9924,-3.51971,-9.94596,17.7672
57.9963,-3.42294,-9.48913,17.1438
58.0002,-3.3044,-9.03865,16.3661
58.0041,-3.1684,-8.60444,15.4295
58.008,-3.01793,-8.18735,14.3741
58.0119,-2.85345,-7.78812,13.2345
58.0158,-2.6789,-7.39817,12.0625
58.0197,-2.49834,-7.00697,10.8603
58.0236,-2.31225,-6.6154,9.62449
58.0275,-2.11993,-6.22216,8.33944
58.0314,-1.92404,-5.82106,7.0335
58.0353,-1.72723,-5.39858,5.72872
58.0393,-1.53067,-4.95685,4.4397
58.0432,-1.3345,-4.49227,3.1855
58.0471,-1.14037,-4.00205,1.97885
58.051,-0.950493,-3.47578,0.842683
58.0549,-0.765251,-2.92074,-0.224695
58.0588,-0.585164,-2.33614,-1.22054
58.0627,-0.410891,-1.71963,-2.14138
58.0666,-0.243058,-1.07047,-2.99513
58.0705,-0.0820652,-0.379609,-3.77563
58.0744,0.0723723,0.341343,-4.49855
58.0783,0.220208,1.08705,-5.17136
58.0822,0.359737,1.85427,-5.80598
58.0861,0.48981,2.64878,-6.40421
58.09,0.608873,3.46486,-6.98109
58.0939,0.71608,4.30153,-7.54509
58.0978,0.811537,5.15891,-8.08737
58.1017,0.894227,6.03609,-8.60462
58.1057,0.962593,6.93862,-9.09273
58.1096,1.01679,7.85648,-9.57307
58.1135,1.05698,8.78418,-10.0473
58.1174,1.08025,9.72257,-10.5102
58.1213,1.08415,10.676,-10.9495
58.1252,1.06822,11.6404,-11.3626
58.1291,1.03248,12.6147,-11.7463
58.133,0.974885,13.6,-12.1042
58.1369,0.896597,14.6014,-12.4302
58.1408,0.798832,15.6152,-12.7226
58.1447,0.682391,16.6403,-12.9781
58.1486,0.54397,17.6818,-13.1901
58.1525,0.382935,18.7388,-13.3542
58.1564,0.199993,19.8132,-13.4581
58.1603,-0.00502153,20.9018,-13.5092
58.1642,-0.234097,22.0064,-13.5034
58.1682,-0.484437,23.1252,-13.438
58.1721,-0.749521,24.2582,-13.3076
58.176,-1.02519,25.3951,-13.1125
58.1799,-1.31121,26.5343,-12.8782
58.1838,-1.60661,27.672,-12.6195
58.1877,-1.91074,28.8061,-12.3506
58.1916,-2.22593,29.9344,-12.0867
58.1955,-2.55417,31.0571,-11.8389
58.1994,-2.88878,32.1683,-11.6118
58.2033,-3.22102,33.26,-11.399
58.2072,-3.54378,34.3284,-11.1875
58.2111,-3.84679,35.3621,-10.9696
58.215,-4.128,36.3569,-10.7501
58.2189,-4.39179,37.3141,-10.5386
58.2228,-4.64435,38.2348,-10.346
58.2267,-4.89453,39.1256,-10.1744
58.2306,-5.14959,39.9931,-10.0248
58.2346,-5.41444,40.8448,-9.8955
58.2385,-5.69251,41.6875,-9.79088
58.2424,-5.99115,42.5325,-9.70026
58.2463,-6.31249,43.3843,-9.61551
58.2502,-6.6538,44.2426,-9.52894
58.2541,-7.01262,45.1077,-9.43053
58.258,-7.38724,45.9849,-9.3095
58.2619,-7.76983,46.8622,-9.16468
58.2658,-8.15131,47.7249,-8.99441
58.2697,-8.5262,48.5627,-8.79112
58.2736,-8.8875,49.3619,-8.56585
58.2775,-9.23287,50.1163,-8.32428
58.2814,-9.56437,50.8243,-8.0716
58.2853,-9.88539,51.4869,-7.80845
58.2892,-10.2029,52.1105,-7.5446
58.2931,-10.5238,52.697,-7.28301
58.297,-10.8527,53.2561,-7.01624
58.301,-11.1942,53.7933,-6.73919
58.3049,-11.553,54.3147,-6.46847
58.3088,-11.9277,54.817,-6.20965
58.3127,-12.3159,55.3014,-5.95758
58.3166,-12.7188,55.7701,-5.70127
58.3205,-13.1415,56.2284,-5.41583
58.3244,-13.5829,56.6713,-5.11392
58.3283,-14.0392,57.1,-4.79269
58.3322,-14.5091,57.5117,-4.45396
58.3361,-14.9947,57.906,-4.0833
58.34,-15.4919,58.2795,-3.69481
58.3439,-15.9918,58.6153,-3.29767
58.3478,-16.4854,58.9085,-2.88778
58.3517,-16.9608,59.1458,-2.44904
58.3556,-17.4107,59.318,-2.00584
58.3595,-17.8305,59.4082,-1.57971
58.3635,-18.2151,59.419,-1.17019
58.3674,-18.5543,59.3428,-0.76935
58.3713,-18.8488,59.1813,-0.39186
58.3752,-19.1042,58.9219,-0.0567365
58.3791,-19.3184,58.5722,0.250033
58.383,-19.4812,58.1251,0.546582
58.3869,-19.5929,57.5832,0.824495
58.3908,-19.6604,56.9561,1.08612
58.3947,-19.6887,56.2387,1.3192
58.3986,-19.6756,55.4441,1.54493
58.4025,-19.6256,54.5805,1.75828
58.4064,-19.548,53.6596,1.96128
58.4103,-19.4503,52.6789,2.13829
58.4142,-19.3405,51.6516,2.2915
58.4181,-19.2293,50.5869,2.41642
58.422,-19.1267,49.4921,2.52164
58.4259,-19.0406,48.3738,2.62459
58.4299,-18.9799,47.2304,2.77459
58.4338,-18.9576,46.082,3.05382
58.4377,-18.9827,44.9378,3.40816
58.4416,-19.0587,43.8076,3.68829
58.4455,-19.1999,42.714,3.8387
58.4494,-19.4058,41.6833,4.24423
58.4533,-19.657,40.7123,5.12482
58.4572,-19.9417,39.8018,6.28129
58.4611,-20.2542,38.9787,7.42806
58.465,-20.5058,38.1721,8.14485
58.4689,-20.5393,37.2197,8.33278
58.4728,-20.2867,36.0058,8.24336
58.4767,-19.8297,34.5993,8.25368
58.4806,-19.3063,33.1176,8.45305
58.4845,-18.7675,31.6336,8.46332
58.4884,-18.1801,30.1215,8.32752
58.4923,-17.5159,28.5241,8.17696
58.4963,-16.7639,26.8044,7.9877
58.5002,-15.9535,25.0345,7.75664
58.5041,-15.1961,23.3599,7.50876
58.508,-14.5824,21.862,7.25617
58.5119,-14.1216,20.541,7.09944
58.5158,-13.7767,19.3776,6.96273
58.5197,-13.507,18.3358,6.87382
58.5236,-13.2928,17.3977,6.76779
58.5275,-13.1675,16.5892,6.46506
58.5314,-13.1973,15.9729,5.98436
58.5353,-13.4887,15.6458,5.54985
58.5392,-14.058,15.6087,5.05459
58.5431,-14.8527,15.8058,4.50556
58.547,-15.8181,16.1752,3.96733
58.5509,-16.8841,16.6566,3.39528
58.5548,-17.9613,17.175,2.8654
58.5588,-18.975,17.6657,2.39291
58.5627,-19.8866,18.105,1.96296
58.5666,-20.6592,18.4481,1.58113
58.5705,-21.3046,18.7029,1.22774
58.5744,-21.8594,18.8996,0.864236
58.5783,-22.3435,19.0455,0.504309
58.5822,-22.757,19.1298,0.150948
58.5861,-23.0987,19.1506,-0.197052
58.59,-23.3744,19.1195,-0.530659
58.5939,-23.5914,19.0473,-0.855727
58.5978,-23.7597,18.9452,-1.15652
58.6017,-23.8907,18.8149,-1.45139
58.6056,-23.9842,18.653,-1.74709
58.6095,-24.048,18.4699,-2.05087
58.6134,-24.1011,18.2874,-2.32461
58.6173,-24.1476,18.1095,-2.56667
58.6212,-24.1782,17.9236,-2.79876
58.6252,-24.1859,17.72,-3.06041
58.6291,-24.165,17.4945,-3.32239
58.633,-24.1207,17.2548,-3.55929
58.6369,-24.0675,17.0154,-3.76567
58.6408,-24.0215,16.8003,-3.94444
58.6447,-24.0044,16.6334,-4.12695
58.6486,-24.0177,16.5199,-4.30539
58.6525,-24.0489,16.4456,-4.4582
58.6564,-24.0891,16.4012,-4.57646
58.6603,-24.1308,16.3776,-4.67409
58.6642,-24.1655,16.3625,-4.75929
58.6681,-24.1884,16.3505,-4.83378
58.672,-24.202,16.3388,-4.90033
58.6759,-24.2128,16.3304,-4.95801
58.6798,-24.226,16.3303,-5.00718
58.6837,-24.2428,16.3444,-5.04111
58.6876,-24.2619,16.3734,-5.05701
58.6916,-24.2789,16.4125,-5.05885
58.6955,-24.2899,16.4544,-5.0508
58.6994,-24.2944,16.4935,-5.03494
58.7033,-24.2938,16.5254,-5.01755
58.7072,-24.2937,16.5538,-4.99917
58.7111,-24.2979,16.5808,-4.98241
58.715,-24.3074,16.6085,-4.97153
58.7189,-24.3215,16.6367,-4.96969
58.7228,-24.3385,16.6674,-4.96765
58.7267,-24.353,16.6958,-4.96244
58.7306,-24.3601,16.7188,-4.9521
58.7345,-24.3588,16.7391,-4.93132
58.7384,-24.3481,16.7575,-4.89803
58.7423,-24.3287,16.7766,-4.85184
58.7462,-24.3013,16.7961,-4.79382
58.7501,-24.2651,16.8119,-4.72482
58.7541,-24.2168,16.82,-4.64148
58.758,-24.1581,16.8148,-4.55177
58.7619,-24.0904,16.796,-4.45741
58.7658,-24.0126,16.7634,-4.35589
58.7697,-23.9253,16.7161,-4.25116
58.7736,-23.8319,16.6571,-4.14569
58.7775,-23.7351,16.5899,-4.04034
58.7814,-23.6359,16.5173,-3.93389
58.7853,-23.5367,16.4404,-3.82759
58.7892,-23.4386,16.3599,-3.72714
58.7931,-23.341,16.275,-3.63588
58.797,-23.2458,16.1884,-3.55261
58.8009,-23.1565,16.1051,-3.4706
58.8048,-23.0709,16.0245,-3.39308
58.8087,-22.9867,15.9465,-3.32035
58.8126,-22.9049,15.8721,-3.25163
58.8165,-22.8246,15.8018,-3.18414
58.8205,-22.7418,15.7313,-3.11718
58.8244,-22.652,15.6572,-3.05161
58.8283,-22.5557,15.5785,-2.98774
58.8322,-22.4568,15.4975,-2.92362
58.8361,-22.3565,15.4141,-2.86278
58.84,-22.2554,15.3278,-2.80778
58.8439,-22.1549,15.2377,-2.75703
58.8478,-22.0555,15.1441,-2.70841
58.8517,-21.9575,15.0458,-2.662
58.8556,-21.8607,14.94,-2.61953
58.8595,-21.7658,14.8286,-2.58162
58.8634,-21.6742,14.7127,-2.549
58.8673,-21.5871,14.5931,-2.52093
58.8712,-21.5051,14.4659,-2.50025
58.8751,-21.4238,14.327,-2.48515
58.879,-21.3387,14.1743,-2.47471
58.8829,-21.2486,14.0072,-2.46973
58.8869,-21.1534,13.8253,-2.46693
58.8908,-21.0504,13.6265,-2.46532
58.8947,-20.9387,13.4111,-2.47185
58.8986,-20.8205,13.1802,-2.48356
58.9025,-20.6986,12.9354,-2.4926
58.9064,-20.573,12.6724,-2.50799
58.9103,-20.4445,12.3937,-2.53272
58.9142,-20.3158,12.1021,-2.56203
58.9181,-20.1891,11.7996,-2.59279
58.922,-20.0662,11.4839,-2.62836
58.9259,-19.943,11.1539,-2.66725
58.9298,-19.8151,10.8083,-2.70407
58.9337,-19.6815,10.445,-2.73863
58.9376,-19.5416,10.0631,-2.77123
58.9415,-19.3978,9.66553,-2.80317
58.9454,-19.2517,9.25811,-2.82462
58.9494,-19.1021,8.84255,-2.84142
58.9533,-18.9446,8.41782,-2.85585
58.9572,-18.7728,7.97702,-2.87201
58.9611,-18.5804,7.51788,-2.8814
58.965,-18.3625,7.03771,-2.88515
58.9689,-18.1114,6.53255,-2.88378
58.9728,-17.8283,6.00376,-2.87724
58.9767,-17.5195,5.45929,-2.85788
58.9806,-17.1871,4.90197,-2.82762
58.9845,-16.8269,4.32739,-2.78861
58.9884,-16.4415,3.73645,-2.74123
58.9923,-16.0379,3.12743,-2.68739
58.9962,-15.62,2.5054,-2.62823
59.0001,-15.1907,1.87169,-2.56135
59.004,-14.7557,1.23167,-2.48358
59.0079,-14.3211,0.58492,-2.39733
59.0118,-13.8901,-0.0626114,-2.30566
59.0158,-13.4635,-0.711724,-2.20276
59.0197,-13.0399,-1.3602,-2.07997
59.0236,-12.6175,-2.00847,-1.94314
59.0275,-12.1936,-2.64996,-1.78261
59.0314,-11.7651,-3.28289,-1.60564
59.0353,-11.324,-3.9065,-1.40541
59.0392,-10.8641,-4.52337,-1.17504
59.0431,-10.3796,-5.14189,-0.921392
59.047,-9.85655,-5.77514,-0.652774
59.0509,-9.2797,-6.43105,-0.360254
59.0548,-8.64565,-7.11439,-0.0546865
59.0587,-7.956,-7.83529,0.272072
59.0626,-7.20695,-8.59375,0.623232
59.0665,-6.40638,-9.38589,0.995705
59.0704,-5.57488,-10.205,1.39834
59.0743,-4.72647,-11.0529,1.86549
59.0782,-3.85734,-11.9477,2.37262
59.0822,-2.97397,-12.8808,2.92263
59.0861,-2.08645,-13.8409,3.51344
59.09,-1.1952,-14.8211,4.17087
59.0939,-0.292935,-15.8225,4.89796
59.0978,0.613174,-16.8306,5.70941
59.1017,1.51081,-17.8265,6.59112
59.1056,2.3923,-18.7987,7.56097
59.1095,3.25159,-19.7336,8.54993
59.1134,4.08161,-20.6286,9.49053
59.1173,4.86948,-21.4764,10.4072
59.1212,5.60693,-22.2694,11.3095
59.1251,6.28563,-22.9945,12.1296
59.129,6.89965,-23.6379,12.8792
59.1329,7.44151,-24.1996,13.6039
59.1368,7.90863,-24.6771,14.2875
59.1407,8.298,-25.0652,14.873
59.1447,8.61004,-25.352,15.3683
59.1486,8.8418,-25.5525,15.8018
59.1525,8.99076,-25.6546,16.1598
59.1564,9.05458,-25.6457,16.4469
59.1603,9.04363,-25.5181,16.6384
59.1642,8.97637,-25.2908,16.6991
59.1681,8.86999,-24.9706,16.6165
59.172,8.74175,-24.5672,16.3885
59.1759,8.60782,-24.0976,16.0569
59.1798,8.48281,-23.5663,15.5517
59.1837,8.37345,-22.9997,14.7675
59.1876,8.28654,-22.4177,13.7216
59.1915,8.22974,-21.8373,12.6328
59.1954,8.20924,-21.2645,11.5476
59.1993,8.22645,-20.6968,10.4004
59.2032,8.28627,-20.1321,9.12961
59.2071,8.38693,-19.5687,7.80765
59.2111,8.52112,-19.0018,6.47671
59.215,8.69142,-18.4343,5.20935
59.2189,8.8904,-17.8821,4.03405
59.2228,9.10575,-17.3364,2.93961
59.2267,9.33392,-16.8014,1.91846
59.2306,9.57858,-16.302,0.944849
59.2345,9.8393,-15.848,-0.000375732
59.2384,10.1121,-15.433,-0.934492
59.2423,10.3955,-15.0473,-1.84461
59.2462,10.6924,-14.684,-2.71142
59.2501,11.0004,-14.3371,-3.52481
59.254,11.3141,-13.9969,-4.29867
59.2579,11.6302,-13.6554,-5.03597
59.2618,11.9455,-13.3041,-5.73504
59.2657,12.2561,-12.9233,-6.38908
59.2696,12.5609,-12.514,-7.00897
59.2735,12.8587,-12.0742,-7.59976
59.2775,13.146,-11.5996,-8.15969
59.2814,13.4191,-11.0732,-8.67363
59.2853,13.6748,-10.5026,-9.14882
59.2892,13.9102,-9.88956,-9.5943
59.2931,14.1201,-9.23634,-10.0202
59.297,14.3045,-8.5423,-10.4336
59.3009,14.4651,-7.82219,-10.8389
59.3048,14.6015,-7.08136,-11.2441
59.3087,14.7132,-6.3234,-11.6567
59.3126,14.8019,-5.55341,-12.0822
59.3165,14.8728,-4.7777,-12.5322
59.3204,14.9288,-3.99981,-12.9972
59.3243,14.9685,-3.21655,-13.4736
59.3282,14.991,-2.42511,-13.9626
59.3321,14.998,-1.62318,-14.4708
59.336,14.9902,-0.809858,-14.9736
59.34,14.9659,0.0205051,-15.4861
59.3439,14.9281,0.369414,-16.5009
59.3478,14.882,1.40492,-16.8304
59.3517,14.8296,2.38456,-17.2133
59.3556,14.7717,3.40901,-17.5498
59.3595,14.7122,4.29607,-18.005
59.3634,14.6547,5.16433,-18.4421
59.3673,14.6013,6.07087,-18.8039
59.3712,14.5539,6.96308,-19.1396
59.3751,14.5127,7.86493,-19.42
59.379,14.4774,8.75603,-19.6553
59.3829,14.4478,9.64821,-19.8438
59.3868,14.4243,10.5389,-19.992
59.3907,14.4076,11.4177,-20.114
59.3946,14.3985,12.3071,-20.1901
59.3985,14.3975,13.1857,-20.2503
59.4024,14.4063,14.0724,-20.2764
59.4064,14.4249,14.9519,-20.2853
59.4103,14.4532,15.8278,-20.2778
59.4142,14.4903,16.7073,-20.2508
59.4181,14.532,17.5874,-20.2125
59.422,14.5752,18.4775,-20.1622
59.4259,14.618,19.3682,-20.1183
59.4298,14.6555,20.2719,-20.067
59.4337,14.678,21.1956,-20.0049
59.4376,14.6801,22.1417,-19.9317
59.4415,14.6598,23.1112,-19.8389
59.4454,14.6121,24.1033,-19.7227
59.4493,14.5252,25.1348,-19.5732
59.4532,14.3972,26.2038,-19.3926
59.4571,14.2306,27.3042,-19.1804
59.461,14.0243,28.4294,-18.938
59.4649,13.7767,29.5769,-18.6727
59.4688,13.498,30.7357,-18.381
59.4728,13.2037,31.8828,-18.0656
59.4767,12.9017,33.0118,-17.7178
59.4806,12.5855,34.1288,-17.3609
59.4845,12.2456,35.2456,-17.0036
59.4884,11.8768,36.3653,-16.6525
59.4923,11.4814,37.4872,-16.3049
59.4962,11.0671,38.6063,-15.9633
59.5001,10.6511,39.7059,-15.6304
59.504,10.2547,40.7681,-15.303
59.5079,9.89638,41.7771,-14.9742
59.5118,9.60383,42.707,-14.6505
59.5157,9.38726,43.5479,-14.3329
59.5196,9.24141,44.3076,-14.0134
59.5235,9.1653,44.9936,-13.6734
59.5274,9.16104,45.6027,-13.3168
59.5313,9.21401,46.1486,-12.9408
59.5353,9.30303,46.654,-12.5454
59.5392,9.41259,47.1282,-12.1413
59.5431,9.52508,47.5867,-11.736
59.547,9.63015,48.0376,-11.3395
59.5509,9.7224,48.4832,-10.958
59.5548,9.79497,48.9255,-10.5817
59.5587,9.82835,49.3825,-10.1907
59.5626,9.81234,49.8558,-9.79809
59.5665,9.74603,50.3357,-9.40883
59.5704,9.62478,50.8069,-9.0211
59.5743,9.43096,51.2978,-8.63507
59.5782,9.16057,51.8106,-8.25095
59.5821,8.82224,52.3282,-7.88985
59.586,8.42058,52.8412,-7.54115
59.5899,7.95792,53.3408,-7.22877
59.5938,7.45104,53.8274,-6.94478
59.5977,6.9159,54.2944,-6.69219
59.6017,6.35182,54.7402,-6.47688
59.6056,5.76619,55.1495,-6.29366
59.6095,5.17149,55.5158,-6.14972
59.6134,4.5753,55.8361,-6.04498
59.6173,3.98893,56.0997,-5.9746
59.6212,3.42544,56.2834,-5.92941
59.6251,2.89585,56.3891,-5.89889
59.629,2.40969,56.4145,-5.88056
59.6329,1.98503,56.3493,-5.87418
59.6368,1.62841,56.1928,-5.86962
59.6407,1.33511,55.9492,-5.87085
59.6446,1.10041,55.6328,-5.86993
59.6485,0.925215,55.2458,-5.86287
59.6524,0.800476,54.8008,-5.83853
59.6563,0.710311,54.3061,-5.81359
59.6602,0.643828,53.7756,-5.77836
59.6641,0.593317,53.217,-5.73431
59.6681,0.550069,52.6332,-5.67975
59.672,0.502991,52.0141,-5.64357
59.6759,0.443937,51.3674,-5.62194
59.6798,0.370806,50.6968,-5.61511
59.6837,0.283152,50.0066,-5.63155
59.6876,0.179082,49.302,-5.62447
59.6915,0.0499704,48.5835,-5.48314
59.6954,-0.121779,47.8725,-5.13332
59.6993,-0.332211,47.1784,-4.45508
59.7032,-0.552472,46.4952,-3.58426
59.7071,-0.752311,45.8064,-2.7259
59.711,-0.901907,45.0895,-1.79425
59.7149,-0.996324,44.3243,-0.861942
59.7188,-1.03043,43.4889,0.00687579
59.7227,-0.94484,42.5384,0.612539
59.7266,-0.637297,41.3867,0.658671
59.7306,-0.146456,40.0638,0.187355
59.7345,0.418449,38.6879,-0.246287
59.7384,1.05809,37.2644,-0.348288
59.7423,1.85373,35.7067,-0.390401
59.7462,2.79952,33.9992,-0.546249
59.7501,3.80864,32.1914,-0.764649
59.754,4.8054,30.3325,-0.950627
59.7579,5.715,28.49,-1.08562
59.7618,6.50299,26.7569,-1.17361
59.7657,7.16076,25.1804,-1.25749
59.7696,7.65829,23.8051,-1.31825
59.7735,7.92243,22.7039,-1.41108
59.7774,7.94687,21.878,-1.5366
59.7813,7.76326,21.2851,-1.68016
59.7852,7.35764,20.9386,-1.87843
59.7891,6.63743,20.946,-2.23028
59.793,5.59318,21.3226,-2.73521
59.797,4.32232,21.9589,-3.0962
59.8009,2.92834,22.7465,-3.39161
59.8048,1.50764,23.5951,-3.71207
59.8087,0.126525,24.4593,-4.05046
59.8126,-1.17666,25.3013,-4.36581
59.8165,-2.37819,26.0967,-4.63163
59.8204,-3.44306,26.8025,-4.86296
59.8243,-4.35971,27.3915,-5.04777
59.8282,-5.13855,27.8587,-5.22915
59.8321,-5.7932,28.2034,-5.4207
59.836,-6.33484,28.4294,-5.64034
59.8399,-6.77703,28.5511,-5.89699
59.8438,-7.12451,28.5772,-6.17716
59.8477,-7.37397,28.5096,-6.44504
59.8516,-7.51904,28.3441,-6.69143
59.8555,-7.58012,28.1035,-6.91201
59.8594,-7.58919,27.8266,-7.10848
59.8634,-7.56442,27.533,-7.28884
59.8673,-7.52434,27.2433,-7.45362
59.8712,-7.48868,26.9802,-7.60354
59.8751,-7.46988,26.7562,-7.73624
59.879,-7.46948,26.5781,-7.84653
59.8829,-7.49063,26.4413,-7.93885
59.8868,-7.53252,26.3402,-8.01827
59.8907,-7.59357,26.2676,-8.09287
59.8946,-7.67638,26.2219,-8.17607
59.8985,-7.78947,26.2092,-8.27166
59.9024,-7.93329,26.2292,-8.37686
59.9063,-8.10241,26.2744,-8.48932
59.9102,-8.29527,26.3421,-8.60632
59.9141,-8.51582,26.4312,-8.73009
59.918,-8.76187,26.5402,-8.86004
59.9219,-9.02746,26.6628,-9.00195
59.9259,-9.31021,26.7989,-9.15481
59.9298,-9.61306,26.9559,-9.30415
59.9337,-9.93603,27.1376,-9.44452
59.9376,-10.2764,27.3439,-9.57358
59.9415,-10.6344,27.5764,-9.69028
59.9454,-11.0113,27.8405,-9.78889
59.9493,-11.4034,28.1289,-9.86917
59.9532,-11.8056,28.4332,-9.93337
59.9571,-12.2183,28.7497,-9.98542
59.961,-12.6397,29.0696,-10.0345
59.9649,-13.0633,29.3808,-10.0854
59.9688,-13.4823,29.675,-10.1396
59.9727,-13.8901,29.9438,-10.2002
59.9766,-14.2834,30.1837,-10.2738
59.9805,-14.6598,30.391,-10.3598
59.9844,-15.0153,30.5662,-10.4541
59.9883,-15.3431,30.7038,-10.5566
59.9923,-15.6419,30.8057,-10.6622
59.9962,-15.916,30.879,-10.7669
60.0001,-16.1648,30.928,-10.8686
60.004,-16.3826,30.9511,-10.9603
60.0079,-16.5702,30.95,-11.0458
60.0118,-16.731,30.9298,-11.128
60.0157,-16.8623,30.892,-11.2055
60.0196,-16.9537,30.8256,-11.2792
60.0235,-17.0028,30.7282,-11.3465
60.0274,-17.0136,30.6038,-11.4076
60.0313,-16.9877,30.4519,-11.4665
60.0352,-16.9232,30.2673,-11.5297
60.0391,-16.8243,30.052,-11.5979
60.043,-16.6985,29.812,-11.67
60.0469,-16.549,29.5489,-11.7422
60.0508,-16.3783,29.2605,-11.8139
60.0547,-16.1911,28.9521,-11.8835
60.0587,-15.992,28.6288,-11.9621
60.0626,-15.7837,28.2953,-12.0524
60.0665,-15.566,27.9516,-12.1476
60.0704,-15.3405,27.6025,-12.2284
60.0743,-15.111,27.2513,-12.2946
60.0782,-14.8791,26.9005,-12.3517
60.0821,-14.6463,26.5493,-12.4085
60.086,-14.4138,26.1974,-12.4684
60.0899,-14.1826,25.8449,-12.5293
60.0938,-13.9545,25.4907,-12.5913
60.0977,-13.7298,25.1349,-12.6528
60.1016,-13.5081,24.7765,-12.7107
60.1055,-13.2901,24.4182,-12.7663
60.1094,-13.0767,24.0618,-12.8197
60.1133,-12.8687,23.7084,-12.8706
60.1172,-12.6653,23.3598,-12.9115
60.1212,-12.4648,23.0152,-12.9414
60.1251,-12.2679,22.6742,-12.9568
60.129,-12.0762,22.3381,-12.9538
60.1329,-11.8895,22.0077,-12.9573
