t_s,hip_deg,knee_deg,ankle_deg
32.6659,-11.7085,-4.80699,11.2812
32.6698,-11.1083,-5.50352,12.6507
32.6737,-10.4787,-6.23335,13.9192
32.6776,-9.83775,-6.98239,15.0153
32.6815,-9.19395,-7.74809,15.8658
32.6854,-8.56433,-8.52342,16.3824
32.6893,-7.95918,-9.30045,16.6574
32.6932,-7.39432,-10.0645,16.8014
32.6971,-6.87922,-10.7992,16.7929
32.701,-6.4242,-11.4716,16.728
32.7049,-6.03443,-12.0526,16.7324
32.7088,-5.69959,-12.5329,16.8719
32.7127,-5.41237,-12.9024,17.1169
32.7167,-5.16864,-13.1712,17.3927
32.7206,-4.95578,-13.3403,17.6384
32.7245,-4.76624,-13.4112,17.856
32.7284,-4.59846,-13.386,18.0782
32.7323,-4.45311,-13.2909,18.2853
32.7362,-4.32531,-13.1333,18.4947
32.7401,-4.20839,-12.9232,18.7454
32.744,-4.09646,-12.6672,19.0302
32.7479,-3.98415,-12.3709,19.2778
32.7518,-3.86155,-12.0539,19.3745
32.7557,-3.72906,-11.7185,19.3296
32.7596,-3.58467,-11.3658,19.2725
32.7635,-3.42878,-10.9945,19.2091
32.7674,-3.25504,-10.6164,19.0148
32.7713,-3.07209,-10.2284,18.6469
32.7752,-2.8832,-9.83315,18.1363
32.7792,-2.68981,-9.43436,17.4449
32.7831,-2.49305,-9.03413,16.5545
32.787,-2.29478,-8.63727,15.5352
32.7909,-2.09596,-8.24411,14.4696
32.7948,-1.89445,-7.85478,13.351
32.7987,-1.69648,-7.45982,12.1449
32.8026,-1.50065,-7.05902,10.8441
32.8065,-1.3057,-6.65475,9.47756
32.8104,-1.10699,-6.2488,8.0618
32.8143,-0.909049,-5.83309,6.61494
32.8182,-0.710875,-5.40921,5.15889
32.8221,-0.513741,-4.97367,3.71869
32.826,-0.313981,-4.52756,2.29613
32.8299,-0.116875,-4.06265,0.89111
32.8338,0.075719,-3.57281,-0.476953
32.8377,0.260916,-3.06027,-1.78218
32.8416,0.435081,-2.51942,-3.01138
32.8456,0.598848,-1.94629,-4.16491
32.8495,0.750283,-1.33619,-5.24252
32.8534,0.888616,-0.695009,-6.24728
32.8573,1.00964,-0.0169714,-7.17566
32.8612,1.11408,0.701247,-8.01964
32.8651,1.20266,1.46435,-8.77579
32.869,1.27321,2.26216,-9.4698
32.8729,1.31876,3.09679,-10.1247
32.8768,1.34449,3.95913,-10.7554
32.8807,1.35081,4.84753,-11.3743
32.8846,1.33903,5.76106,-11.9851
32.8885,1.30421,6.69871,-12.5873
32.8924,1.25299,7.65271,-13.18
32.8963,1.18512,8.62365,-13.7657
32.9002,1.10036,9.61353,-14.3381
32.9041,0.996748,10.621,-14.8898
32.908,0.879676,11.6402,-15.4158
32.912,0.750661,12.6707,-15.9114
32.9159,0.610772,13.7152,-16.3733
32.9198,0.458669,14.7736,-16.8017
32.9237,0.296734,15.8431,-17.1888
32.9276,0.126201,16.9222,-17.5091
32.9315,-0.0540461,18.0141,-17.7391
32.9354,-0.247072,19.1242,-17.8786
32.9393,-0.452384,20.2455,-17.9401
32.9432,-0.671062,21.3773,-17.9189
32.9471,-0.90511,22.5215,-17.8089
32.951,-1.16278,23.6861,-17.6193
32.9549,-1.43859,24.8604,-17.3666
32.9588,-1.73337,26.0445,-17.0687
32.9627,-2.04577,27.2376,-16.7469
32.9666,-2.38719,28.4532,-16.4162
32.9705,-2.75119,29.6914,-16.0787
32.9745,-3.1403,30.9555,-15.7387
32.9784,-3.55502,32.2496,-15.3945
32.9823,-4.0122,33.5915,-15.0358
32.9862,-4.49572,34.9662,-14.6554
32.9901,-4.99856,36.3589,-14.2601
32.994,-5.50951,37.7529,-13.8589
32.9979,-6.01444,39.1257,-13.4628
33.0018,-6.50025,40.4558,-13.0819
33.0057,-6.96723,41.7377,-12.7288
33.0096,-7.42485,42.9782,-12.4202
33.0135,-7.89623,44.1988,-12.1603
33.0174,-8.38733,45.4059,-11.9394
33.0213,-8.8993,46.6027,-11.7529
33.0252,-9.42656,47.7842,-11.6015
33.0291,-9.96543,48.9491,-11.4786
33.033,-10.5051,50.0885,-11.3673
33.0369,-11.0403,51.2025,-11.2554
33.0409,-11.5678,52.2928,-11.1308
33.0448,-12.0774,53.3541,-10.9813
33.0487,-12.5642,54.3868,-10.803
33.0526,-13.0246,55.3876,-10.608
33.0565,-13.4524,56.3387,-10.4065
33.0604,-13.8318,57.2131,-10.1906
33.0643,-14.1655,58.0076,-9.95696
33.0682,-14.4538,58.7178,-9.71159
33.0721,-14.703,59.3469,-9.45828
33.076,-14.9145,59.9035,-9.19108
33.0799,-15.1076,60.4089,-8.90921
33.0838,-15.2927,60.8734,-8.61036
33.0877,-15.4773,61.3017,-8.29018
33.0916,-15.6712,61.7017,-7.94034
33.0955,-15.878,62.0811,-7.55728
33.0994,-16.1046,62.4458,-7.14491
33.1033,-16.3585,62.7969,-6.70746
33.1073,-16.6615,63.1452,-6.22995
33.1112,-17.0126,63.4887,-5.70651
33.1151,-17.4275,63.8354,-5.15931
33.119,-17.9127,64.1745,-4.61112
33.1229,-18.4791,64.4956,-4.09328
33.1268,-19.0801,64.766,-3.61099
33.1307,-19.6918,64.9636,-3.15917
33.1346,-20.2925,65.0567,-2.74309
33.1385,-20.856,65.0068,-2.37713
33.1424,-21.3743,64.8277,-2.05693
33.1463,-21.8391,64.5142,-1.79814
33.1502,-22.2203,64.0427,-1.59299
33.1541,-22.5187,63.4125,-1.43567
33.158,-22.7251,62.6114,-1.3316
33.1619,-22.8439,61.6693,-1.26333
33.1658,-22.8714,60.585,-1.22806
33.1698,-22.8466,59.3946,-1.22375
33.1737,-22.7856,58.1067,-1.25709
33.1776,-22.7102,56.7574,-1.31878
33.1815,-22.6367,55.3638,-1.40594
33.1854,-22.5843,53.9445,-1.5343
33.1893,-22.5767,52.5104,-1.77117
33.1932,-22.6245,51.0871,-2.15022
33.1971,-22.7436,49.6982,-2.56166
33.201,-22.9244,48.3478,-2.7385
33.2049,-23.1718,47.0705,-2.54571
33.2088,-23.4941,45.9266,-2.04009
33.2127,-23.949,45.025,-1.25276
33.2166,-24.4668,44.3444,-0.292275
33.2205,-24.9405,43.7926,0.560751
33.2244,-25.3012,43.2142,1.00005
33.2283,-25.5596,42.5038,1.08692
33.2322,-25.8321,41.7603,1.23673
33.2362,-26.1465,41.0604,1.55242
33.2401,-26.4669,40.3381,1.72682
33.244,-26.7029,39.5241,1.77794
33.2479,-26.812,38.5801,1.81919
33.2518,-26.775,37.5184,1.88284
33.2557,-26.6083,36.3691,1.93122
33.2596,-26.3217,35.1127,1.91963
33.2635,-25.973,33.7975,1.863
33.2674,-25.5894,32.4732,1.82818
33.2713,-25.2117,31.1995,1.84528
33.2752,-24.8934,30.0253,1.88656
33.2791,-24.6356,28.9382,1.91527
33.283,-24.4358,27.9408,1.8625
33.2869,-24.2984,27.0493,1.68676
33.2908,-24.2969,26.3381,1.39772
33.2947,-24.4384,25.8128,1.05451
33.2986,-24.7273,25.4602,0.796344
33.3026,-25.138,25.2415,0.548244
33.3065,-25.6678,25.1406,0.161463
33.3104,-26.251,25.0904,-0.296465
33.3143,-26.8653,25.098,-0.683518
33.3182,-27.4871,25.1535,-1.01767
33.3221,-28.0932,25.2415,-1.35051
33.326,-28.6511,25.34,-1.67218
33.3299,-29.1383,25.4184,-1.96651
33.3338,-29.5392,25.4521,-2.22945
33.3377,-29.8474,25.4143,-2.48809
33.3416,-30.103,25.3294,-2.77177
33.3455,-30.32,25.2052,-3.0812
33.3494,-30.5059,25.0539,-3.40004
33.3533,-30.6489,24.8625,-3.72162
33.3572,-30.7584,24.6382,-4.04407
33.3611,-30.835,24.3832,-4.36882
33.3651,-30.8829,24.1033,-4.69668
33.369,-30.9105,23.8087,-5.02613
33.3729,-30.9343,23.516,-5.35386
33.3768,-30.9617,23.2366,-5.67318
33.3807,-30.9974,22.9795,-5.97897
33.3846,-31.0455,22.7531,-6.27093
33.3885,-31.1017,22.555,-6.54723
33.3924,-31.1678,22.3906,-6.80497
33.3963,-31.2437,22.2647,-7.0392
33.4002,-31.3326,22.1793,-7.25215
33.4041,-31.4295,22.1254,-7.44679
33.408,-31.5312,22.102,-7.62112
33.4119,-31.636,22.1083,-7.77459
33.4158,-31.7438,22.1383,-7.91102
33.4197,-31.8508,22.1867,-8.02768
33.4236,-31.9544,22.2469,-8.12853
33.4275,-32.0505,22.3139,-8.21583
33.4315,-32.1355,22.3798,-8.2908
33.4354,-32.2102,22.4384,-8.35799
33.4393,-32.273,22.4863,-8.41896
33.4432,-32.3266,22.5209,-8.47725
33.4471,-32.3692,22.5383,-8.53551
33.451,-32.4088,22.5409,-8.59692
33.4549,-32.4444,22.5285,-8.66171
33.4588,-32.4782,22.5039,-8.72784
33.4627,-32.5117,22.4694,-8.79448
33.4666,-32.5504,22.4297,-8.85959
33.4705,-32.5924,22.3853,-8.92358
33.4744,-32.6396,22.3394,-8.98611
33.4783,-32.6941,22.295,-9.04823
33.4822,-32.7568,22.2539,-9.10784
33.4861,-32.8258,22.2196,-9.16077
33.49,-32.8992,22.1928,-9.20441
33.4939,-32.9757,22.1792,-9.23171
33.4979,-33.0515,22.1783,-9.24079
33.5018,-33.1231,22.1877,-9.2334
33.5057,-33.1883,22.2068,-9.20658
33.5096,-33.2439,22.2308,-9.16311
33.5135,-33.2889,22.2593,-9.10508
33.5174,-33.3215,22.2834,-9.04001
33.5213,-33.3371,22.2952,-8.97144
33.5252,-33.338,22.2913,-8.90379
33.5291,-33.323,22.2657,-8.84583
33.533,-33.2909,22.2149,-8.80055
33.5369,-33.2378,22.1349,-8.76755
33.5408,-33.1681,22.0305,-8.74537
33.5447,-33.0825,21.9012,-8.73531
33.5486,-32.9815,21.7463,-8.73885
33.5525,-32.8641,21.5708,-8.74938
33.5564,-32.7343,21.3792,-8.76518
33.5604,-32.594,21.178,-8.78016
33.5643,-32.4436,20.9678,-8.79361
33.5682,-32.2807,20.7483,-8.80471
33.5721,-32.1105,20.5261,-8.8107
33.576,-31.9338,20.3011,-8.81035
33.5799,-31.7514,20.0745,-8.80166
33.5838,-31.5616,19.8428,-8.78726
33.5877,-31.3665,19.6066,-8.76902
33.5916,-31.1669,19.3664,-8.74873
33.5955,-30.9641,19.1198,-8.72998
33.5994,-30.7568,18.8642,-8.71391
33.6033,-30.5467,18.6009,-8.69894
33.6072,-30.335,18.3294,-8.68421
33.6111,-30.1218,18.0499,-8.67061
33.615,-29.9065,17.7617,-8.66002
33.6189,-29.6927,17.468,-8.65285
33.6228,-29.4808,17.1715,-8.64462
33.6268,-29.2726,16.8737,-8.6338
33.6307,-29.0665,16.5765,-8.6204
33.6346,-28.8631,16.2786,-8.60615
33.6385,-28.662,15.9814,-8.58881
33.6424,-28.4619,15.6856,-8.56712
33.6463,-28.2648,15.3932,-8.54132
33.6502,-28.0703,15.1053,-8.50885
33.6541,-27.8801,14.8224,-8.47044
33.658,-27.6943,14.5441,-8.43213
33.6619,-27.5161,14.2731,-8.39832
33.6658,-27.3446,14.0067,-8.36241
33.6697,-27.1779,13.7425,-8.32152
33.6736,-27.0138,13.4802,-8.27177
33.6775,-26.8529,13.2235,-8.20404
33.6814,-26.6936,12.9705,-8.14304
33.6853,-26.5354,12.7173,-8.10437
33.6892,-26.3767,12.4649,-8.05899
33.6932,-26.2183,12.215,-7.99323
33.6971,-26.0594,11.968,-7.91963
33.701,-25.8976,11.7227,-7.85174
33.7049,-25.7294,11.4749,-7.78137
33.7088,-25.5518,11.218,-7.69883
33.7127,-25.3639,10.9508,-7.60676
33.7166,-25.1649,10.6731,-7.5071
33.7205,-24.9532,10.3792,-7.40183
33.7244,-24.7213,10.0664,-7.29068
33.7283,-24.4763,9.73922,-7.17032
33.7322,-24.2203,9.39934,-7.03162
33.7361,-23.9541,9.04457,-6.87476
33.74,-23.6744,8.67462,-6.70517
33.7439,-23.3856,8.29417,-6.52232
33.7478,-23.0914,7.90476,-6.32165
33.7517,-22.7905,7.50485,-6.10542
33.7557,-22.4759,7.09048,-5.87895
33.7596,-22.1475,6.6664,-5.63782
33.7635,-21.8119,6.23294,-5.37572
33.7674,-21.4639,5.79004,-5.09126
33.7713,-21.0951,5.33331,-4.79307
33.7752,-20.707,4.8709,-4.47946
33.7791,-20.3018,4.40322,-4.14101
33.783,-19.8798,3.92999,-3.77284
33.7869,-19.4423,3.44961,-3.38456
33.7908,-18.9968,2.96561,-2.97464
33.7947,-18.5503,2.47622,-2.53365
33.7986,-18.1064,1.98127,-2.05654
33.8025,-17.6657,1.47525,-1.55144
33.8064,-17.228,0.953509,-1.01648
33.8103,-16.7852,0.410147,-0.43063
33.8142,-16.331,-0.167074,0.209293
33.8181,-15.853,-0.792818,0.893052
33.8221,-15.3678,-1.44266,1.63909
33.826,-14.8738,-2.0972,2.47901
33.8299,-14.3733,-2.74328,3.41124
33.8338,-13.8716,-3.37363,4.40977
33.8377,-13.3788,-3.98085,5.47528
33.8416,-12.8893,-4.57487,6.60464
33.8455,-12.3963,-5.1688,7.80036
33.8494,-11.8818,-5.78426,9.05178
33.8533,-11.3492,-6.4222,10.338
33.8572,-10.7996,-7.08357,11.6389
33.8611,-10.2338,-7.76375,12.8703
33.865,-9.64848,-8.46526,13.936
33.8689,-9.06455,-9.16921,14.7826
33.8728,-8.49702,-9.86843,15.3779
33.8767,-7.96505,-10.5453,15.7832
33.8806,-7.47457,-11.1977,16.0527
33.8845,-7.03161,-11.8166,16.1759
33.8885,-6.64113,-12.3857,16.2119
33.8924,-6.30567,-12.8825,16.2729
33.8963,-6.01831,-13.3,16.4183
33.9002,-5.77956,-13.6261,16.6251
33.9041,-5.58996,-13.8456,16.8763
33.908,-5.43871,-13.9458,17.1542
33.9119,-5.31237,-13.9544,17.4153
33.9158,-5.20327,-13.885,17.6499
33.9197,-5.10613,-13.7441,17.8521
33.9236,-5.00731,-13.5484,18.0083
33.9275,-4.90266,-13.3206,18.1055
33.9314,-4.78922,-13.0685,18.17
33.9353,-4.66899,-12.7945,18.2104
33.9392,-4.54331,-12.501,18.1484
33.9431,-4.42065,-12.1824,17.8786
33.947,-4.30585,-11.843,17.4298
33.951,-4.20235,-11.4812,16.9077
33.9549,-4.11309,-11.0901,16.3067
33.9588,-4.03279,-10.6696,15.5264
33.9627,-3.95753,-10.2319,14.5483
33.9666,-3.88485,-9.78463,13.4129
33.9705,-3.81055,-9.33683,12.1463
33.9744,-3.7336,-8.8907,10.7842
33.9783,-3.64854,-8.456,9.39234
33.9822,-3.55307,-8.03289,8.01207
33.9861,-3.43966,-7.62442,6.67086
33.99,-3.31483,-7.21429,5.37952
33.9939,-3.17957,-6.78942,4.13739
33.9978,-3.03357,-6.35116,2.93083
34.0017,-2.87071,-5.9036,1.75808
34.0056,-2.69843,-5.43514,0.626374
34.0095,-2.51832,-4.93906,-0.448369
34.0134,-2.33317,-4.42246,-1.4612
34.0174,-2.14259,-3.88421,-2.40488
34.0213,-1.95187,-3.3147,-3.26935
34.0252,-1.76175,-2.70673,-4.04878
34.0291,-1.57386,-2.06726,-4.76255
34.033,-1.38868,-1.39768,-5.4241
34.0369,-1.20407,-0.701278,-6.04401
34.0408,-1.02269,0.0202364,-6.62445
34.0447,-0.846472,0.768337,-7.1644
34.0486,-0.676145,1.53624,-7.67745
34.0525,-0.508984,2.32293,-8.17646
34.0564,-0.346193,3.12883,-8.66925
34.0603,-0.188007,3.95366,-9.15476
34.0642,-0.0365476,4.78961,-9.64441
34.0681,0.109733,5.63436,-10.1416
34.072,0.247911,6.4879,-10.6421
34.0759,0.376191,7.35123,-11.1361
34.0798,0.487937,8.23107,-11.6212
34.0838,0.58063,9.12467,-12.1097
34.0877,0.652978,10.0326,-12.6045
34.0916,0.703116,10.9594,-13.0919
34.0955,0.722707,11.9154,-13.561
34.0994,0.714598,12.8927,-14.0086
34.1033,0.678601,13.892,-14.4249
34.1072,0.613269,14.9181,-14.7931
34.1111,0.511795,15.9812,-15.0957
34.115,0.381158,17.0687,-15.3198
34.1189,0.223415,18.1777,-15.452
34.1228,0.0402893,19.3065,-15.491
34.1267,-0.174685,20.464,-15.4359
34.1306,-0.414076,21.6463,-15.2896
34.1345,-0.678864,22.8499,-15.0643
34.1384,-0.971171,24.0752,-14.78
34.1423,-1.3063,25.3357,-14.4699
34.1463,-1.67623,26.6204,-14.1606
34.1502,-2.08249,27.9277,-13.8801
34.1541,-2.52712,29.2597,-13.6367
34.158,-3.02162,30.6333,-13.4181
34.1619,-3.54301,32.0326,-13.2075
34.1658,-4.07857,33.4457,-12.9945
34.1697,-4.61682,34.8581,-12.7703
34.1736,-5.14696,36.2543,-12.5358
34.1775,-5.66674,37.6283,-12.3028
34.1814,-6.17912,38.9771,-12.084
34.1853,-6.69086,40.2975,-11.8875
34.1892,-7.21583,41.6,-11.712
34.1931,-7.75111,42.8842,-11.553
34.197,-8.29628,44.152,-11.4067
34.2009,-8.85119,45.4083,-11.2661
34.2048,-9.42129,46.6626,-11.1219
34.2087,-9.99586,47.909,-10.9652
34.2127,-10.5679,49.1428,-10.7868
34.2166,-11.1279,50.3509,-10.579
34.2205,-11.6649,51.5225,-10.3399
34.2244,-12.1746,52.6517,-10.0812
34.2283,-12.649,53.7228,-9.81335
34.2322,-13.0802,54.7142,-9.53795
34.2361,-13.4491,55.6015,-9.25032
34.24,-13.765,56.3939,-8.95128
34.2439,-14.0302,57.0934,-8.63906
34.2478,-14.2553,57.7098,-8.31208
34.2517,-14.4418,58.2469,-7.97561
34.2556,-14.6122,58.7261,-7.63061
34.2595,-14.7749,59.1565,-7.27365
34.2634,-14.9321,59.5382,-6.88429
34.2673,-15.0917,59.8838,-6.45198
34.2712,-15.2646,60.2042,-5.99294
34.2751,-15.4644,60.5081,-5.50818
34.2791,-15.7266,60.8173,-4.97517
34.283,-16.0535,61.125,-4.39307
34.2869,-16.4591,61.442,-3.79087
34.2908,-16.9413,61.7596,-3.18857
34.2947,-17.4988,62.0615,-2.5963
34.2986,-18.0715,62.2767,-2.03463
34.3025,-18.6287,62.3873,-1.51496
34.3064,-19.1483,62.3676,-1.05347
34.3103,-19.6157,62.2055,-0.660957
34.3142,-20.0522,61.9171,-0.348791
34.3181,-20.4644,61.4982,-0.1287
34.322,-20.8491,60.9746,0.0312797
34.3259,-21.183,60.3317,0.141515
34.3298,-21.4601,59.5656,0.204714
34.3337,-21.6742,58.6639,0.21364
34.3376,-21.8277,57.6505,0.19307
34.3416,-21.9197,56.5296,0.15089
34.3455,-21.9812,55.3319,0.0830205
34.3494,-22.0203,54.0659,-0.0198353
34.3533,-22.0558,52.7682,-0.136933
34.3572,-22.1012,51.4505,-0.276681
34.3611,-22.1689,50.125,-0.484846
34.365,-22.2737,48.8142,-0.739434
34.3689,-22.4249,47.5146,-0.969586
34.3728,-22.6442,46.2575,-1.09892
34.3767,-22.9356,45.0597,-1.04501
34.3806,-23.2858,43.9529,-0.755708
34.3845,-23.692,42.9859,-0.202363
34.3884,-24.1904,42.2321,0.569369
34.3923,-24.6912,41.6358,1.35911
34.3962,-25.0961,41.0737,1.88926
34.4001,-25.311,40.3758,2.10208
34.404,-25.4262,39.558,2.16809
34.408,-25.5211,38.7015,2.29507
34.4119,-25.6218,37.8518,2.44148
34.4158,-25.692,36.9766,2.50438
34.4197,-25.6482,35.9729,2.50957
34.4236,-25.4738,34.8369,2.50373
34.4275,-25.1538,33.5789,2.50645
34.4314,-24.6869,32.2022,2.49732
34.4353,-24.0495,30.6614,2.45268
34.4392,-23.3286,29.043,2.41591
34.4431,-22.5835,27.4232,2.42305
34.447,-21.8781,25.8754,2.45116
34.4509,-21.2898,24.4741,2.47093
34.4548,-20.8082,23.2046,2.40224
34.4587,-20.4347,22.0682,2.22316
34.4626,-20.177,21.0793,1.99793
34.4665,-20.1074,20.31,1.69996
34.4704,-20.2069,19.7389,1.39027
34.4744,-20.4736,19.3514,1.12655
34.4783,-20.8958,19.1259,0.805188
34.4822,-21.4812,19.0704,0.40742
34.4861,-22.1432,19.1071,0.0210083
34.49,-22.8461,19.2202,-0.323299
34.4939,-23.574,19.3988,-0.647145
34.4978,-24.3152,19.6347,-0.962042
34.5017,-25.036,19.8954,-1.2755
34.5056,-25.7114,20.1593,-1.58097
34.5095,-26.3345,20.3992,-1.87682
34.5134,-26.8902,20.5872,-2.17823
34.5173,-27.3897,20.7298,-2.50259
34.5212,-27.8316,20.8203,-2.84987
34.5251,-28.2135,20.8567,-3.19845
34.529,-28.527,20.8296,-3.53549
34.5329,-28.794,20.7618,-3.86564
34.5369,-29.0236,20.6655,-4.20047
34.5408,-29.223,20.5531,-4.54266
34.5447,-29.3964,20.4307,-4.88112
34.5486,-29.5526,20.3105,-5.19763
34.5525,-29.6962,20.1977,-5.48848
34.5564,-29.8278,20.0952,-5.76149
34.5603,-29.9468,20.0027,-6.02141
34.5642,-30.0522,19.9205,-6.26378
34.5681,-30.1438,19.8526,-6.48
34.572,-30.2221,19.8074,-6.66582
34.5759,-30.2919,19.7811,-6.8286
34.5798,-30.3552,19.7754,-6.96641
34.5837,-30.4118,19.7875,-7.07917
34.5876,-30.4632,19.8175,-7.16914
34.5915,-30.5079,19.8619,-7.23854
34.5954,-30.5434,19.9095,-7.29476
34.5993,-30.5687,19.9566,-7.33884
34.6033,-30.584,19.9963,-7.37682
34.6072,-30.5884,20.0237,-7.41292
34.6111,-30.5863,20.0386,-7.45149
34.615,-30.5801,20.0371,-7.49735
34.6189,-30.5707,20.0178,-7.55127
34.6228,-30.5648,19.9827,-7.61562
34.6267,-30.5615,19.938,-7.68663
34.6306,-30.5628,19.8868,-7.7595
34.6345,-30.5716,19.8331,-7.83219
34.6384,-30.592,19.7787,-7.90645
34.6423,-30.6222,19.7253,-7.98453
34.6462,-30.6632,19.6788,-8.05962
34.6501,-30.7205,19.6468,-8.12576
34.654,-30.793,19.6293,-8.1788
34.6579,-30.8783,19.6316,-8.21511
34.6618,-30.9762,19.6546,-8.23699
34.6657,-31.0877,19.7027,-8.243
34.6697,-31.2079,19.7749,-8.22773
34.6736,-31.3313,19.8674,-8.18963
34.6775,-31.4533,19.9706,-8.13457
34.6814,-31.5731,20.0782,-8.0701
34.6853,-31.6907,20.1859,-8.00205
34.6892,-31.804,20.29,-7.93297
34.6931,-31.9109,20.3823,-7.86825
34.697,-32.0068,20.457,-7.81068
34.7009,-32.0887,20.5083,-7.76405
34.7048,-32.1541,20.5314,-7.7295
34.7087,-32.1995,20.5219,-7.70914
34.7126,-32.2174,20.4761,-7.69902
34.7165,-32.2144,20.4038,-7.69603
34.7204,-32.1935,20.3086,-7.6992
34.7243,-32.1581,20.1984,-7.70172
34.7282,-32.1043,20.0705,-7.70239
34.7322,-32.0384,19.9337,-7.69964
34.7361,-31.9638,19.7915,-7.69006
34.74,-31.8801,19.6432,-7.67363
34.7439,-31.7862,19.489,-7.64983
34.7478,-31.6863,19.3312,-7.62223
34.7517,-31.5824,19.1684,-7.59291
34.7556,-31.4733,18.9993,-7.56219
34.7595,-31.3557,18.8189,-7.53199
34.7634,-31.2341,18.6321,-7.50097
34.7673,-31.1111,18.4401,-7.471
34.7712,-30.9872,18.2445,-7.44272
34.7751,-30.8616,18.0448,-7.4153
34.779,-30.7322,17.8372,-7.38861
34.7829,-30.5972,17.6223,-7.36161
34.7868,-30.4553,17.3991,-7.33546
34.7907,-30.3055,17.1657,-7.30941
34.7946,-30.1485,16.9234,-7.28217
34.7986,-29.9848,16.673,-7.25291
34.8025,-29.815,16.4167,-7.22099
34.8064,-29.6388,16.1536,-7.18673
34.8103,-29.4576,15.8865,-7.14726
34.8142,-29.2736,15.6166,-7.10258
34.8181,-29.0888,15.3448,-7.0541
34.822,-28.9034,15.0741,-6.99962
34.8259,-28.7181,14.8024,-6.94316
34.8298,-28.5351,14.5298,-6.88914
34.8337,-28.3556,14.2582,-6.83532
34.8376,-28.1817,13.9881,-6.7767
34.8415,-28.0136,13.7219,-6.7115
34.8454,-27.8531,13.4582,-6.65101
34.8493,-27.6995,13.2003,-6.59448
34.8532,-27.5568,12.9535,-6.53445
34.8571,-27.4233,12.7162,-6.46933
34.861,-27.2976,12.4904,-6.39462
34.865,-27.1765,12.2735,-6.31592
34.8689,-27.0629,12.0681,-6.23962
34.8728,-26.951,11.8673,-6.16391
34.8767,-26.8386,11.6651,-6.07955
34.8806,-26.7221,11.4581,-5.98878
34.8845,-26.5989,11.2457,-5.8918
34.8884,-26.4665,11.0243,-5.78872
34.8923,-26.3235,10.791,-5.67858
34.8962,-26.1681,10.543,-5.56297
34.9001,-25.9988,10.2803,-5.43953
34.904,-25.8199,10.0074,-5.30429
34.9079,-25.6329,9.72661,-5.15427
34.9118,-25.4389,9.43476,-4.99556
34.9157,-25.2345,9.12782,-4.83038
34.9196,-25.0209,8.80985,-4.65372
34.9235,-24.7959,8.47846,-4.46258
34.9275,-24.5575,8.13291,-4.25746
34.9314,-24.2869,7.76331,-4.03981
34.9353,-23.9896,7.37506,-3.80376
34.9392,-23.6753,6.97059,-3.54803
34.9431,-23.3418,6.54904,-3.27969
34.947,-22.9742,6.10559,-2.99849
34.9509,-22.5816,5.64767,-2.69521
34.9548,-22.1646,5.17623,-2.36247
34.9587,-21.7201,4.69291,-2.00414
34.9626,-21.2362,4.19453,-1.62411
34.9665,-20.733,3.68436,-1.2267
34.9704,-20.2195,3.16845,-0.800335
34.9743,-19.7033,2.64925,-0.336139
34.9782,-19.1992,2.12479,0.163817
34.9821,-18.7132,1.5895,0.700049
34.986,-18.2337,1.03238,1.28047
34.9899,-17.7353,0.428845,1.91535
34.9939,-17.2103,-0.225756,2.61143
34.9978,-16.6742,-0.902363,3.38337
35.0017,-16.1362,-1.57878,4.24545
35.0056,-15.5962,-2.24737,5.20414
35.0095,-15.0601,-2.90167,6.24229
35.0134,-14.5223,-3.54537,7.3542
35.0173,-13.9752,-4.19435,8.54256
35.0212,-13.3924,-4.87993,9.80481
35.0251,-12.7774,-5.60053,11.1239
35.029,-12.1406,-6.35186,12.5015
35.0329,-11.4904,-7.12356,13.8858
35.0368,-10.8272,-7.90978,15.1723
35.0407,-10.17,-8.69153,16.2718
35.0446,-9.53126,-9.46229,17.1014
35.0485,-8.92007,-10.2174,17.6699
35.0524,-8.34947,-10.9496,18.0609
35.0563,-7.82224,-11.6506,18.2712
35.0603,-7.34542,-12.3107,18.3398
35.0642,-6.91639,-12.9134,18.3834
35.0681,-6.54327,-13.4312,18.4854
35.072,-6.22159,-13.8557,18.6392
35.0759,-5.95639,-14.1795,18.8274
35.0798,-5.74229,-14.3866,19.0442
35.0837,-5.58533,-14.4566,19.2682
35.0876,-5.47052,-14.4211,19.4588
35.0915,-5.3895,-14.2928,19.6128
35.0954,-5.33084,-14.0867,19.7512
35.0993,-5.28261,-13.8184,19.9122
35.1032,-5.23678,-13.4916,20.1246
35.1071,-5.18761,-13.128,20.3604
35.111,-5.13003,-12.7386,20.5849
35.1149,-5.05808,-12.3284,20.7222
35.1188,-4.97901,-11.8876,20.7431
35.1228,-4.89528,-11.4236,20.7169
35.1267,-4.81076,-10.9405,20.6271
35.1306,-4.72575,-10.4402,20.3194
35.1345,-4.64404,-9.91641,19.7259
35.1384,-4.56481,-9.38158,18.9244
35.1423,-4.4893,-8.84219,17.9378
35.1462,-4.41442,-8.31022,16.7649
35.1501,-4.34481,-7.78963,15.4422
35.154,-4.28166,-7.27783,14.0458
35.1579,-4.22556,-6.76879,12.6044
35.1618,-4.17101,-6.2637,11.1171
35.1657,-4.11591,-5.75974,9.58268
35.1696,-4.05706,-5.25391,8.0204
35.1735,-3.99189,-4.74608,6.44489
35.1774,-3.91206,-4.23924,4.87913
35.1813,-3.82294,-3.72339,3.34835
35.1852,-3.72349,-3.19015,1.8774
