t_s,ankle_deg,ankle_vel_dps,ankle_acc_dps2,knee_deg,knee_vel_dps,knee_acc_dps2,hip_deg,hip_vel_dps,hip_acc_dps2,foot_strike,mid_swing,toe_off,steady_state
0,-6.62618,-12.201,-23.6796,-3.75729,-10.9308,-18.5559,-7.66438,-3.3408,-27.8491,0,0,0,1
0.003906,-6.67383,-12.2935,-13.2939,-3.79998,-11.0033,-2.3619,-7.67743,-3.44958,-47.5165,0,0,0,1
0.007812,-6.72221,-12.3049,-17.8629,-3.84324,-10.9493,14.7732,-7.69133,-3.712,-77.7203,0,0,0,1
0.011718,-6.76996,-12.4331,-47.1141,-3.88552,-10.8879,4.20353,-7.70643,-4.05673,-77.7741,0,0,0,1
0.015624,-6.81934,-12.6729,-35.6482,-3.9283,-10.9164,-14.3438,-7.72302,-4.31957,-41.9757,0,0,0,1
0.01953,-6.86896,-12.7115,-11.3222,-3.9708,-10.9999,-39.2077,-7.74017,-4.38464,-8.86744,0,0,0,1
0.023436,-6.91864,-12.7614,-28.3137,-4.01423,-11.2227,-50.0064,-7.75727,-4.38884,-1.89214,0,0,0,1
0.027342,-6.96865,-12.9327,-80.4762,-4.05847,-11.3906,-62.651,-7.77446,-4.39943,0.0737773,0,0,0,1
0.031248,-7.01967,-13.3901,-78.188,-4.10321,-11.7121,-56.8034,-7.79164,-4.38827,-1.7798,0,0,0,1
0.035154,-7.07326,-13.5435,-13.4474,-4.14996,-11.8343,-9.12768,-7.80874,-4.41333,-15.2343,0,0,0,1
0.03906,-7.12548,-13.4951,-2.28605,-4.19566,-11.7834,-0.529492,-7.82612,-4.50728,-25.716,0,0,0,1
0.042966,-7.17868,-13.5614,14.8473,-4.24202,-11.8385,-9.27405,-7.84395,-4.61422,-28.7822,0,0,0,1
0.046872,-7.23142,-13.3791,36.944,-4.28815,-11.8559,-1.12089,-7.86216,-4.73212,-37.0268,0,0,0,1
0.050778,-7.2832,-13.2728,29.3863,-4.33463,-11.8472,12.5377,-7.88092,-4.90348,-48.9751,0,0,0,1
0.054684,-7.3351,-13.1496,24.7972,-4.3807,-11.7579,19.9146,-7.90047,-5.11472,-51.2552,0,0,0,1
0.05859,-7.38592,-13.0791,-61.8083,-4.42649,-11.6916,18.2931,-7.92087,-5.30388,-48.7977,0,0,0,1
0.062496,-7.43728,-13.6324,-187.338,-4.47203,-11.615,-1.30461,-7.9419,-5.49593,-60.7394,0,0,0,1
0.066402,-7.49242,-14.5426,-149.088,-4.51722,-11.7018,-24.9765,-7.96381,-5.77838,-76.2479,0,0,0,1
0.070308,-7.55088,-14.7971,-202.544,-4.56345,-11.8102,-7.99731,-7.98704,-6.09157,-83.9413,0,0,0,1
0.074214,-7.60801,-16.1248,-314.312,-4.60948,-11.7643,16.62,-8.01139,-6.43413,-102.206,0,0,0,1
0.07812,-7.67685,-17.2525,-89.6415,-4.65535,-11.6803,26.0856,-8.03731,-6.89001,-118.834,0,0,0,1
0.082026,-7.74279,-16.8251,-4.02306,-4.70073,-11.5605,-4.89004,-8.06522,-7.36246,-107.951,0,0,0,1
0.085932,-7.80829,-17.2839,-127.678,-4.74566,-11.7185,-37.3328,-8.09482,-7.73332,-91.3115,0,0,0,1
0.089838,-7.87781,-17.8225,-71.8549,-4.79228,-11.8522,-0.13511,-8.12563,-8.07579,-103.621,0,0,0,1
0.093744,-7.94752,-17.8452,-92.5059,-4.83825,-11.7196,12.8086,-8.15791,-8.54281,-129.596,0,0,0,1
0.09765,-8.01722,-18.5452,-159.143,-4.88383,-11.7521,-0.527597,-8.19237,-9.08819,-135.967,0,0,0,1
0.101556,-8.09239,-19.0885,-56.2609,-4.93006,-11.7237,31.103,-8.22891,-9.60498,-131.781,0,0,0,1
0.105462,-8.16634,-18.9847,-10.836,-4.97542,-11.5091,55.1605,-8.2674,-10.1177,-123.93,0,0,0,1
0.109368,-8.2407,-19.1731,-110.621,-5.01997,-11.2928,19.0343,-8.30795,-10.5731,-91.5765,0,0,0,1
0.113274,-8.31612,-19.8489,-161.904,-5.06363,-11.3604,-43.0569,-8.35,-10.8331,-30.5545,0,0,0,1
0.11718,-8.39576,-20.4379,-128.176,-5.10871,-11.6291,-74.3225,-8.39258,-10.8118,28.2393,0,0,0,1
0.121086,-8.47578,-20.8502,-112.754,-5.15448,-11.941,-70.0366,-8.43446,-10.6125,50.3588,0,0,0,1
0.124992,-8.55864,-21.3187,-78.1658,-5.202,-12.1763,-71.4134,-8.47548,-10.4184,60.0052,0,0,0,1
0.128898,-8.64232,-21.4608,-70.7775,-5.2496,-12.4989,-116.463,-8.51585,-10.1437,86.3298,0,0,0,1
0.132804,-8.7263,-21.8717,-131.088,-5.29964,-13.0861,-140.338,-8.55472,-9.744,113.904,0,0,0,1
0.13671,-8.81318,-22.4849,-124.706,-5.35183,-13.5953,-129.354,-8.59197,-9.25388,138.805,0,0,0,1
0.140616,-8.90195,-22.8459,-70.9565,-5.40585,-14.0966,-149.76,-8.62701,-8.65966,143.932,0,0,0,1
0.144522,-8.99165,-23.0392,-118.368,-5.46195,-14.7652,-215.372,-8.65962,-8.12948,129.954,0,0,0,1
0.148428,-9.08193,-23.7706,-235.21,-5.52119,-15.7791,-276.251,-8.69052,-7.64446,144.061,0,0,0,1
0.152334,-9.17735,-24.8766,-268.817,-5.58522,-16.9233,-269.944,-8.71934,-7.00407,186.385,0,0,0,1
0.15624,-9.27627,-25.8706,-207.628,-5.6534,-17.8879,-236.468,-8.74524,-6.18842,233.913,0,0,0,1
0.160146,-9.37945,-26.4986,-87.1853,-5.72496,-18.7705,-272.063,-8.76768,-5.17674,274.883,0,0,0,1
0.164052,-9.48327,-26.5516,30.9686,-5.80003,-20.0132,-323.403,-8.78568,-4.04103,289.963,0,0,0,1
0.167958,-9.58687,-26.2567,45.4989,-5.8813,-21.297,-292.903,-8.79925,-2.91155,291.663,0,0,0,1
0.171864,-9.68839,-26.1962,-20.9961,-5.9664,-22.3014,-203.246,-8.80842,-1.76256,307.096,0,0,0,1
0.17577,-9.79152,-26.4207,-26.7174,-6.05552,-22.8847,-85.4555,-8.81302,-0.512517,322.211,0,0,0,1
0.179676,-9.89479,-26.4049,36.8804,-6.14518,-22.969,-31.5045,-8.81243,0.754548,310.459,0,0,0,1
0.183582,-9.99779,-26.1326,115.358,-6.23496,-23.1308,-49.0038,-8.80713,1.91279,291.709,0,0,0,1
0.187488,-10.0989,-25.5037,138.386,-6.32588,-23.3518,-51.267,-8.79748,3.03338,282.062,0,0,0,1
0.191394,-10.197,-25.0515,60.7192,-6.41738,-23.5313,-37.4543,-8.78343,4.11626,267.595,0,0,0,1
0.1953,-10.2946,-25.0294,33.2169,-6.5097,-23.6444,6.09524,-8.76533,5.12384,258.082,0,0,0,1
0.199206,-10.3926,-24.7921,156.841,-6.60209,-23.4837,67.4218,-8.7434,6.1324,257.181,0,0,0,1
0.203112,-10.4883,-23.8042,333.745,-6.69316,-23.1177,83.9737,-8.71742,7.13293,250.359,0,0,0,1
0.207018,-10.5785,-22.1848,470.962,-6.78269,-22.8277,33.8162,-8.68768,8.08821,257.411,0,0,0,1
0.210924,-10.6616,-20.125,474.053,-6.87149,-22.8535,-101.45,-8.65424,9.14382,305.126,0,0,0,1
0.21483,-10.7357,-18.4815,360.91,-6.96122,-23.6202,-241.611,-8.61625,10.4718,361.077,0,0,0,1
0.218736,-10.806,-17.3056,337.977,-7.05601,-24.741,-239.908,-8.57243,11.9646,370.024,0,0,0,1
0.222642,-10.8709,-15.8413,409.436,-7.15449,-25.4944,-164.413,-8.52278,13.3625,349.615,0,0,0,1
0.226548,-10.9298,-14.1071,483.093,-7.25517,-26.0254,-147.278,-8.46804,14.6958,361.693,0,0,0,1
0.230454,-10.9811,-12.0673,550.849,-7.3578,-26.6449,-179.457,-8.40798,16.188,397.131,0,0,0,1
0.23436,-11.024,-9.80384,641.639,-7.46332,-27.4273,-164.479,-8.34158,17.7981,386.199,0,0,0,1
0.238266,-11.0577,-7.05484,758.16,-7.57207,-27.9299,-97.7481,-8.26894,19.205,316.268,0,0,0,1
0.242172,-11.0791,-3.88109,728.565,-7.68151,-28.1909,-80.38,-8.19155,20.2688,256.332,0,0,0,1
0.246078,-11.088,-1.3633,562.686,-7.79229,-28.5578,-89.1764,-8.1106,21.2075,225.804,0,0,0,1
0.249984,-11.0898,0.514609,462.259,-7.9046,-28.8876,-48.3605,-8.02588,22.0328,149.843,0,0,0,1
0.25389,-11.084,2.24787,460.595,-8.01796,-28.9356,57.5138,-7.93848,22.378,18.209,0,0,0,1
0.257796,-11.0722,4.11278,707.897,-8.13065,-28.4383,148.186,-7.85106,22.1751,-88.6937,0,0,0,1
0.261702,-11.0519,7.77796,942.58,-8.24012,-27.778,173.899,-7.76525,21.6852,-156.899,0,0,0,1
0.265608,-11.0115,11.4762,111.302,-8.34765,-27.0798,223.751,-7.68166,20.9494,-221.804,0,0,0,1
0.269514,-10.9622,8.64745,-941.878,-8.45167,-26.03,285.826,-7.60159,19.9524,-282.326,0,0,0,1
0.27342,-10.9439,4.11826,-23.2147,-8.551,-24.8469,307.607,-7.52579,18.7438,-346.166,0,0,0,1
0.277326,-10.9301,8.46609,1490.23,-8.64577,-23.627,303.785,-7.45516,17.2482,-393.551,0,0,0,1
0.281232,-10.8778,15.76,1286.74,-8.73557,-22.4737,282.457,-7.39105,15.6694,-389.166,0,0,0,1
0.285138,-10.8069,18.5181,613.107,-8.82134,-21.4204,294.707,-7.33275,14.208,-382.145,0,0,0,1
0.289044,-10.7331,20.5496,723.477,-8.90291,-20.1715,360.977,-7.28005,12.6841,-393.769,0,0,0,1
0.29295,-10.6464,24.1699,1015.61,-8.97892,-18.6005,458.358,-7.23366,11.1319,-368.86,0,0,0,1
0.296856,-10.5443,28.4835,1004.86,-9.04821,-16.5908,513.415,-7.19309,9.80255,-301.81,0,0,0,1
0.300762,-10.4239,32.0199,719.26,-9.10852,-14.5897,499.672,-7.15709,8.77416,-270.466,0,0,0,1
0.304668,-10.2942,34.1024,521.956,-9.16219,-12.6873,556.563,-7.12455,7.68967,-386.845,0,0,0,1
0.308574,-10.1575,36.0974,635.091,-9.20764,-10.2418,809.124,-7.09702,5.75212,-643.346,0,0,0,1
0.31248,-10.0122,39.0637,823.422,-9.2422,-6.36645,1163.84,-7.07961,2.66386,-879.352,0,0,0,1
0.316386,-9.85232,42.53,750.149,-9.25737,-1.14986,1322.93,-7.07621,-1.11738,-981.755,0,0,0,1
0.320292,-9.67992,44.9239,500.079,-9.25118,3.9683,1210.76,-7.08834,-5.00561,-902.388,0,0,0,1
0.324198,-9.50138,46.4366,339.35,-9.22637,8.30859,944.58,-7.11531,-8.16683,-622.037,0,0,0,1
0.328104,-9.31715,47.5749,277.25,-9.18627,11.3474,629.766,-7.15214,-9.86497,-268.046,0,0,0,1
0.33201,-9.12972,48.6025,270.228,-9.13773,13.2283,444.758,-7.19237,-10.2608,-23.0954,0,0,0,1
0.335916,-8.93747,49.6859,231.517,-9.08293,14.8218,382.618,-7.2323,-10.0454,75.7823,0,0,0,1
0.339822,-8.74158,50.4111,114.162,-9.02194,16.2173,346.227,-7.27085,-9.66879,42.6046,0,0,0,1
0.343728,-8.54366,50.5777,39.6605,-8.95624,17.5265,466.501,-7.30783,-9.71256,-151.936,0,0,0,1
0.347634,-8.34646,50.7209,125.382,-8.88502,19.8616,778.239,-7.34672,-10.8557,-433.086,0,0,0,1
0.35154,-8.14743,51.5572,300.178,-8.80108,23.6061,1078.79,-7.39263,-13.0958,-716.043,0,0,0,1
0.355446,-7.9437,53.0659,364.151,-8.70061,28.2892,1243.51,-7.44903,-16.4494,-941.517,0,0,0,1
0.359352,-7.73288,54.402,223.608,-8.58009,33.3205,1188.88,-7.52114,-20.451,-944.005,0,0,0,1
0.363258,-7.51871,54.8127,83.7626,-8.44031,37.5767,957.268,-7.60879,-23.824,-716.365,0,0,0,1
0.367164,-7.30468,55.0563,170.904,-8.28654,40.7987,611.032,-7.70725,-26.0472,-391.265,0,0,0,1
0.37107,-7.08861,56.1478,383.957,-8.12159,42.35,157.897,-7.81227,-26.8806,8.26184,0,0,0,1
0.374976,-6.86605,58.0558,395.249,-7.9557,42.0321,-269.333,-7.91724,-25.9827,396.923,0,0,0,1
0.378882,-6.63508,59.2355,97.3084,-7.79324,40.246,-565.377,-8.01525,-23.7798,616.816,0,0,0,1
0.382788,-6.40331,58.816,-284.359,-7.6413,37.6154,-678.461,-8.10301,-21.1641,645.76,0,0,0,1
0.386694,-6.17561,57.0141,-472.795,-7.49938,34.9459,-618.226,-8.18058,-18.7351,548.289,0,0,0,1
0.3906,-5.95791,55.1225,-321.84,-7.3683,32.7858,-410.295,-8.24937,-16.8809,382.511,0,0,0,1
0.394506,-5.74499,54.4999,-23.1413,-7.24326,31.7407,-157.839,-8.31246,-15.747,242.685,0,0,0,1
0.398412,-5.53216,54.9417,233.388,-7.12035,31.5528,-5.70714,-8.37238,-14.985,233.687,0,0,0,1
0.402318,-5.31578,56.3231,289.058,-6.99677,31.6961,-14.0856,-8.42952,-13.9214,363.211,0,0,0,1
0.406224,-5.09216,57.1998,-1.32023,-6.87274,31.4428,-171.416,-8.48114,-12.1476,522.413,0,0,0,1
0.41013,-4.86894,56.3128,-329.776,-6.75114,30.357,-336.948,-8.52442,-9.84031,635.818,0,0,0,1
0.414036,-4.65225,54.6236,-465.007,-6.63559,28.8105,-424.645,-8.55801,-7.1806,738.358,0,0,0,1
0.417942,-4.44222,52.6801,-536.586,-6.52607,27.0396,-455.645,-8.58051,-4.07226,816.136,0,0,0,1
0.421848,-4.24071,50.4318,-511.848,-6.42435,25.251,-357.507,-8.58982,-0.804943,767.399,0,0,0,1
0.425754,-4.04825,48.6816,-354.469,-6.32881,24.2468,-202.927,-8.5868,1.92266,610.534,0,0,0,1
0.42966,-3.86041,47.6627,-205.882,-6.23494,23.6658,-133.756,-8.5748,3.96455,475.014,0,0,0,1
0.433566,-3.67591,47.0732,-128.809,-6.14393,23.2019,-77.3022,-8.55583,5.63347,388.695,0,0,0,1
0.437472,-3.49267,46.6565,-95.8891,-6.05368,23.0619,3.09877,-8.53079,7.00103,289.071,0,0,0,1
0.441378,-3.31143,46.3242,-62.2365,-5.96378,23.2261,108.488,-8.50114,7.89169,158.21,0,0,0,1
0.445284,-3.13079,46.1703,-44.6563,-5.87224,23.9094,227.321,-8.46914,8.23697,36.2453,0,0,0,1
0.44919,-2.95074,45.9753,-8.76353,-5.777,25.0019,329.913,-8.43679,8.17484,-19.4172,0,0,0,1
0.453096,-2.77163,46.1018,-14.1066,-5.67693,26.4867,397.881,-8.40528,8.08528,-17.594,0,0,0,1
0.457002,-2.5906,45.8651,-144.289,-5.57008,28.1102,428.72,-8.37363,8.0374,-74.5074,0,0,0,1
0.460908,-2.41333,44.9746,-207.681,-5.45733,29.8358,431.703,-8.34249,7.50323,-178.326,0,0,0,1
0.464814,-2.23925,44.2427,-133.779,-5.337,31.4826,379.175,-8.31501,6.64431,-166.275,0,0,0,1
0.46872,-2.06771,43.9295,-132.217,-5.21139,32.7979,297.49,-8.29059,6.2043,-75.6263,0,0,0,1
0.472626,-1.89608,43.2098,-352.818,-5.08079,33.8066,236.594,-8.26654,6.05352,-83.6076,0,0,0,1
0.476532,-1.73015,41.1733,-607.257,-4.94729,34.6462,270.676,-8.2433,5.55115,-185.51,0,0,0,1
0.480438,-1.57443,38.4659,-856.273,-4.81013,35.9212,330.727,-8.22318,4.60432,-263.225,0,0,0,1
0.484344,-1.42966,34.4841,-1074.59,-4.66667,37.2298,305.912,-8.20733,3.49484,-297.535,0,0,0,1
0.48825,-1.30504,30.0712,-1026.84,-4.51929,38.3109,245.447,-8.19588,2.27997,-334.859,0,0,0,1
0.492156,-1.19474,26.4625,-899.608,-4.36739,39.1473,173.507,-8.18952,0.878925,-356.676,0,0,0,1
0.496062,-1.09832,23.0435,-1007.83,-4.21347,39.6664,77.0582,-8.18901,-0.506376,-328.768,0,0,0,1
0.499968,-1.01473,18.5893,-1406.67,-4.05752,39.7493,-67.6319,-8.19347,-1.68941,-272.741,0,0,0,1
0.503874,-0.953097,12.0546,-1778.9,-3.90295,39.138,-236.2,-8.20221,-2.63703,-163.583,0,0,0,1
0.50778,-0.920556,4.69251,-1961.03,-3.75177,37.9041,-401.199,-8.21408,-2.96732,5.8552,0,0,0,1
0.511686,-0.916439,-3.265,-2172.03,-3.60684,36.0039,-486.34,-8.22539,-2.59129,87.6157,0,0,0,1
0.515592,-0.946062,-12.2754,-1955.65,-3.47051,34.1048,-415.094,-8.23432,-2.28287,-3.10139,0,0,0,1
0.519498,-1.01233,-18.5425,-1082.61,-3.34042,32.7612,-237.598,-8.24322,-2.61551,-155.497,0,0,0,1
0.523404,-1.09092,-20.7327,-440.27,-3.21458,32.2487,41.6708,-8.25475,-3.49761,-297.77,0,0,0,1
0.52731,-1.1743,-21.9819,-460.433,-3.08849,33.0867,361.808,-8.27055,-4.94169,-455.972,0,0,0,1
0.531216,-1.26264,-24.3296,-653.512,-2.9561,35.0751,585.082,-8.29336,-7.05966,-581.934,0,0,0,1
0.535122,-1.36436,-27.0871,-494.794,-2.81449,37.6574,684.703,-8.3257,-9.48776,-588.384,0,0,0,1
0.539028,-1.47424,-28.195,-129.92,-2.66192,40.424,669.948,-8.36747,-11.6561,-494.497,0,0,0,1
0.542934,-1.58462,-28.1021,-42.7856,-2.49869,42.891,561.885,-8.41675,-13.3508,-390.493,0,0,0,1
0.54684,-1.69378,-28.5292,-167.122,-2.32686,44.8134,490.312,-8.47177,-14.7066,-341.475,0,0,0,1
0.550746,-1.80749,-29.4076,-184.544,-2.14861,46.7213,527.413,-8.53164,-16.0184,-328.349,0,0,0,1
0.554652,-1.92351,-29.9709,21.2985,-1.96187,48.9336,635.121,-8.59691,-17.2717,-278.19,0,0,0,1
0.558558,-2.04162,-29.2412,389.38,-1.76634,51.6829,716.885,-8.66657,-18.1916,-206.075,0,0,0,1
0.562464,-2.15194,-26.929,674.209,-1.55813,54.5339,719.603,-8.73902,-18.8816,-185.992,0,0,0,1
0.56637,-2.25199,-23.9743,841.3,-1.34032,57.3044,743.548,-8.81407,-19.6446,-198.686,0,0,0,1
0.570276,-2.33923,-20.3568,1058.01,-1.11046,60.3425,842.809,-8.89248,-20.4337,-175.122,0,0,0,1
0.574182,-2.41102,-15.7091,861.853,-0.868927,63.8884,926.548,-8.9737,-21.0126,-138.557,0,0,0,1
0.578088,-2.46195,-13.624,40.7275,-0.611368,67.5807,892.878,-9.05663,-21.5161,-135.342,0,0,0,1
0.581994,-2.51745,-15.391,-380.09,-0.340987,70.8636,874.808,-9.14178,-22.0699,-166.762,0,0,0,1
0.5859,-2.58218,-16.5933,45.667,-0.0577812,74.4147,1023.51,-9.22904,-22.8189,-254.734,0,0,0,1
0.589806,-2.64708,-15.0342,577.316,0.240341,78.8592,1146.66,-9.32004,-24.0599,-356.586,0,0,0,1
0.593712,-2.69963,-12.0833,737.613,0.558267,83.3724,1102.58,-9.417,-25.6045,-394.63,0,0,0,1
0.597618,-2.74147,-9.27198,684.686,0.891646,87.4726,1043.93,-9.52007,-27.1427,-392.568,0,0,0,1
0.601524,-2.77206,-6.73451,597.12,1.2416,91.5276,1012.98,-9.62904,-28.6712,-374.916,0,0,0,1
0.60543,-2.79408,-4.60728,591.418,1.60666,95.386,1009.1,-9.74405,-30.0716,-316.607,0,0,0,1
0.609336,-2.80806,-2.11435,570.454,1.98676,99.4107,1002.27,-9.86396,-31.1446,-243.269,0,0,0,1
0.613242,-2.8106,-0.150888,365.54,2.38326,103.216,911.426,-9.98735,-31.972,-196.824,0,0,0,1
0.617148,-2.80923,0.741254,192.034,2.79308,106.531,809.26,-10.1137,-32.6822,-161,0,0,0,1
0.621054,-2.80481,1.34928,173.944,3.21547,109.538,778.36,-10.2427,-33.2297,-98.2029,0,0,0,1
0.62496,-2.79869,2.1001,185.53,3.64879,112.611,741.621,-10.3733,-33.4493,-1.54515,0,0,0,1
0.628866,-2.7884,2.79865,200.114,4.09519,115.331,618.651,-10.504,-33.2418,93.9047,0,0,0,1
0.632772,-2.77683,3.6634,242.409,4.54975,117.444,503.555,-10.633,-32.7157,152.665,0,0,0,1
0.636678,-2.75978,4.69235,344.976,5.01267,119.265,510.952,-10.7595,-32.0492,173.912,0,0,0,1
0.640584,-2.74017,6.35835,465.263,5.48145,121.436,559.953,-10.8834,-31.3571,192.535,0,0,0,1
0.64449,-2.71011,8.32698,480.25,5.96132,123.639,446.242,-11.0045,-30.5451,258.149,0,0,0,1
0.648396,-2.67512,10.1101,533.199,6.44732,124.922,257.825,-11.122,-29.3405,349.314,0,0,0,1
0.652302,-2.63113,12.4923,644.277,6.93721,125.653,182.445,-11.2337,-27.8163,385.158,0,0,0,1
0.656208,-2.57753,15.1432,751.623,7.42893,126.347,233.069,-11.3393,-26.3316,370.961,0,0,0,1
0.660114,-2.51283,18.364,812.082,7.92424,127.474,251.653,-11.4394,-24.9183,387.658,0,0,0,1
0.66402,-2.43407,21.4871,758.82,8.42476,128.313,131.494,-11.5339,-23.3032,424.714,0,0,0,1
0.667926,-2.34498,24.2919,765.825,8.92662,128.501,71.0336,-11.6215,-21.6004,384.014,0,0,0,1
0.671832,-2.24431,27.4698,911.44,9.42861,128.868,180.15,-11.7027,-20.3033,263.401,0,0,0,1
0.675738,-2.13038,31.4121,1010.96,9.93333,129.909,300.222,-11.7801,-19.5428,142.816,0,0,0,1
0.679644,-1.99891,35.3674,854.227,10.4435,131.213,283.339,-11.8554,-19.1876,50.5423,0,0,0,1
0.68355,-1.85409,38.0853,626.932,10.9584,132.122,245.12,-11.93,-19.1479,-27.9707,0,0,0,1
0.687456,-1.70139,40.265,622.064,11.4756,133.128,308.274,-12.0049,-19.4062,-96.3047,0,0,0,1
0.691362,-1.53954,42.9449,730.32,11.9984,134.53,373.162,-12.0816,-19.9002,-155.81,0,0,0,1
0.695268,-1.36591,45.9702,734.715,12.5265,136.043,379.645,-12.1604,-20.6233,-205.949,0,0,0,1
0.699174,-1.18042,48.6845,595.791,13.0611,137.496,315.148,-12.2427,-21.5091,-215.102,0,0,0,1
0.70308,-0.985583,50.6246,335.423,13.6007,138.505,228.396,-12.3284,-22.3037,-197.455,0,0,0,1
0.706986,-0.784944,51.3048,73.5476,14.1431,139.28,250.936,-12.4169,-23.0516,-202.243,0,0,0,1
0.710892,-0.58479,51.1991,-71.5429,14.6887,140.465,310.38,-12.5085,-23.8836,-218.683,0,0,0,1
0.714798,-0.384976,50.7459,-315.341,15.2405,141.705,209.904,-12.6035,-24.76,-211.36,0,0,0,1
0.718704,-0.188363,48.7357,-811.755,15.7957,142.105,50.1947,-12.7019,-25.5348,-184.08,0,0,0,1
0.72261,-0.00425283,44.4045,-1187.21,16.3506,142.097,46.3098,-12.803,-26.198,-197.172,0,0,0,1
0.726516,0.158524,39.4612,-1164.32,16.9058,142.467,181.719,-12.9066,-27.0751,-265.756,0,0,0,1
0.730422,0.304018,35.3088,-1069.62,17.4635,143.517,288.6,-13.0145,-28.2741,-339.223,0,0,0,1
0.734328,0.434357,31.1054,-1133.34,18.0269,144.722,278.476,-13.1275,-29.7251,-409.202,0,0,0,1
0.738234,0.547013,26.4552,-1235.57,18.5941,145.692,284.465,-13.2467,-31.4708,-484.943,0,0,0,1
0.74214,0.641025,21.4531,-1100.36,19.1651,146.944,387.558,-13.3733,-33.5135,-526.04,0,0,0,1
0.746046,0.714605,17.8592,-697.2,19.742,148.72,454.119,-13.5085,-35.5802,-480.959,0,0,0,1
0.749952,0.78054,16.0066,-412.887,20.3269,150.491,352.459,-13.6513,-37.2707,-383.342,0,0,0,1
0.753858,0.839648,14.6337,-200.661,20.9177,151.473,243.752,-13.7997,-38.5749,-333.198,0,0,0,1
0.757764,0.894859,14.439,127.068,21.5102,152.396,304.269,-13.9526,-39.8737,-346.92,0,0,0,1
0.76167,0.952445,15.6263,372.873,22.1082,153.85,329.35,-14.1111,-41.285,-335.319,0,0,0,1
0.765576,1.01693,17.3519,431.146,22.7121,154.968,186.902,-14.2751,-42.4932,-268.691,0,0,0,1
0.769482,1.088,18.9944,412.355,23.3188,155.31,32.9817,-14.4431,-43.384,-198.294,0,0,0,1
0.773388,1.16532,20.5732,390.267,23.9254,155.226,-23.1475,-14.6141,-44.0423,-148.638,0,0,0,1
0.777294,1.24872,22.0432,303.855,24.5314,155.129,-82.7744,-14.7872,-44.5452,-105.65,0,0,0,1
0.7812,1.33752,22.9469,169.146,25.1372,154.579,-235.126,-14.962,-44.8676,-60.3976,0,0,0,1
0.785106,1.42798,23.3646,120.576,25.739,153.293,-350.251,-15.1377,-45.017,-27.9527,0,0,0,1
0.789012,1.52004,23.8888,149.094,26.3348,151.843,-434.215,-15.3137,-45.086,10.777,0,0,0,1
0.792918,1.6146,24.5293,199.563,26.9252,149.901,-572.029,-15.4899,-44.9328,90.5102,0,0,0,1
0.796824,1.71166,25.4478,280.931,27.5058,147.375,-707.571,-15.6647,-44.3789,194.225,0,0,0,1
0.80073,1.81339,26.7239,310.245,28.0765,144.373,-874.395,-15.8366,-43.4156,317.469,0,0,0,1
0.804636,1.92043,27.8715,230.469,28.6336,140.544,-1049.13,-16.0039,-41.8988,447.99,0,0,0,1
0.808542,2.03113,28.5244,116.817,29.1744,136.177,-1134.11,-16.1639,-39.9159,505.267,0,0,0,1
0.812448,2.14326,28.784,12.5209,29.6974,131.684,-1119.52,-16.3157,-37.9517,474.35,0,0,0,1
0.816354,2.25599,28.6222,-52.2796,30.2031,127.432,-1058.35,-16.4604,-36.2102,424.48,0,0,0,1
0.82026,2.36686,28.3756,-35.2427,30.6929,123.416,-995.431,-16.5986,-34.6356,367.154,0,0,0,1
0.824166,2.47766,28.3469,-26.7813,31.1673,119.655,-891.67,-16.7309,-33.342,275.523,0,0,0,1
0.828072,2.58831,28.1664,-184.166,31.6277,116.451,-755.185,-16.8591,-32.4833,169.204,0,0,0,1
0.831978,2.69769,26.9081,-620.072,32.077,113.756,-652.374,-16.9847,-32.0202,64.4546,0,0,0,1
0.835884,2.79851,23.3224,-1059.8,32.5163,111.354,-563.174,-17.1092,-31.9797,-30.0693,0,0,0,1
0.83979,2.87989,18.629,-1204.16,32.9469,109.356,-497.688,-17.2345,-32.2551,-78.401,0,0,0,1
0.843696,2.94404,13.9155,-1228.1,33.3706,107.466,-449.78,-17.3612,-32.5922,-116.188,0,0,0,1
0.847602,2.9886,9.03509,-1387.85,33.7864,105.843,-327.083,-17.4891,-33.1628,-222.935,0,0,0,1
0.851508,3.01462,3.07361,-1594.57,34.1975,104.911,-193.325,-17.6202,-34.3338,-356.406,0,0,0,1
0.855414,3.01261,-3.42165,-1553.6,34.606,104.332,-133.457,-17.7573,-35.947,-417.203,0,0,0,1
0.85932,2.98789,-9.06311,-1307.11,35.0125,103.869,-95.6992,-17.9011,-37.593,-440.271,0,0,0,1
0.863226,2.94181,-13.6328,-1012.98,35.4174,103.585,-91.9186,-18.051,-39.3864,-469.072,0,0,0,1
0.867132,2.8814,-16.9765,-721.953,35.8217,103.15,-198.073,-18.2087,-41.2574,-412.515,0,0,0,1
0.871038,2.80919,-19.2727,-413.853,36.2232,102.037,-353.654,-18.3733,-42.609,-265.789,0,0,0,1
0.874944,2.73084,-20.2095,-106.691,36.6188,100.388,-481.089,-18.5416,-43.3337,-154.192,0,0,0,1
0.87885,2.65131,-20.1061,150.866,37.0074,98.2791,-601.621,-18.7118,-43.8135,-124.32,0,0,0,1
0.882756,2.57377,-19.031,481.477,37.3866,95.6879,-674.091,-18.8839,-44.3049,-112.219,0,0,0,1
0.886662,2.50264,-16.3448,742.084,37.7549,93.0131,-672.576,-19.058,-44.6902,-70.3489,0,0,0,1
